Date,Country,City,Specie,count,min,max,median,variance
1/3/2020,MN,Ulan Bator,humidity,100,60,79.5,75,591.94
2/5/2020,MN,Ulan Bator,humidity,240,49,76,69.5,782.57
4/12/2020,MN,Ulan Bator,humidity,264,6.5,22,11,154.85
4/25/2020,MN,Ulan Bator,humidity,264,13,53,24,1598.97
5/30/2020,MN,Ulan Bator,humidity,264,27,80,56,3888.54
7/20/2020,MN,Ulan Bator,humidity,264,25,83,50,5077.92
1/6/2020,MN,Ulan Bator,humidity,240,68.5,83,76,136.12
3/6/2020,MN,Ulan Bator,humidity,264,54,84,74.5,975.78
4/15/2020,MN,Ulan Bator,humidity,264,53,82.5,71.5,408.42
5/11/2020,MN,Ulan Bator,humidity,264,13,51,28,1215.79
6/7/2020,MN,Ulan Bator,humidity,264,14,60,27,2758.88
6/13/2020,MN,Ulan Bator,humidity,264,28,81,37,3115.86
6/17/2020,MN,Ulan Bator,humidity,240,22,61,46,1703.49
7/4/2020,MN,Ulan Bator,humidity,264,37.5,87,61,2744.55
1/4/2020,MN,Ulan Bator,humidity,240,53.5,77,74,394.98
4/1/2020,MN,Ulan Bator,humidity,264,14,66,40.5,3726.96
7/8/2020,MN,Ulan Bator,humidity,255,22.5,74.5,48,2540.64
1/20/2020,MN,Ulan Bator,humidity,216,59,79.5,71,228.7
4/28/2020,MN,Ulan Bator,humidity,264,14,40,25.5,483.76
4/29/2020,MN,Ulan Bator,humidity,264,13,60,33,2411.7
5/2/2020,MN,Ulan Bator,humidity,264,47,80,72.5,941.03
5/16/2020,MN,Ulan Bator,humidity,264,35,74,51,1483.47
1/5/2020,MN,Ulan Bator,humidity,240,61,79.5,71,303.97
1/14/2020,MN,Ulan Bator,humidity,216,61.5,75.5,68.5,143.68
5/14/2020,MN,Ulan Bator,wind-speed,264,0.5,5.6,4.1,33.03
5/24/2020,MN,Ulan Bator,wind-speed,253,0.5,8.7,2,74.48
7/14/2020,MN,Ulan Bator,wind-speed,231,0.2,11.3,2,62.45
4/16/2020,MN,Ulan Bator,wind-speed,253,0.2,5.6,1.5,20.11
6/9/2020,MN,Ulan Bator,wind-speed,264,0.2,9.2,1,77.34
4/20/2020,MN,Ulan Bator,wind-speed,253,0.5,10.2,6.6,144.37
4/9/2020,MN,Ulan Bator,wind-speed,264,0.5,6.1,2.5,23.69
4/15/2020,MN,Ulan Bator,wind-speed,253,1.5,9.2,4.6,55.41
6/3/2020,MN,Ulan Bator,wind-speed,242,0.2,8.2,1.5,30.34
6/5/2020,MN,Ulan Bator,wind-speed,264,0.5,5.6,2.5,18.18
6/8/2020,MN,Ulan Bator,wind-speed,264,0.7,8.2,4.6,43.52
4/10/2020,MN,Ulan Bator,wind-speed,231,0.2,5.1,1.5,27.12
5/12/2020,MN,Ulan Bator,wind-speed,253,0.2,5.6,1.5,20.65
5/10/2020,MN,Ulan Bator,wind-speed,264,0.5,7.7,2.5,70.51
5/17/2020,MN,Ulan Bator,wind-speed,253,0.5,8.2,5.6,56.44
5/25/2020,MN,Ulan Bator,wind-speed,253,0.2,8.7,2.5,96
5/27/2020,MN,Ulan Bator,wind-speed,253,0.2,6.1,3.6,48.94
6/1/2020,MN,Ulan Bator,wind-speed,231,0.2,7.7,2.5,63.37
7/11/2020,MN,Ulan Bator,wind-speed,240,0.5,3.6,1.5,8.41
4/1/2020,MN,Ulan Bator,wind-speed,209,0.2,5.6,2,30.71
4/7/2020,MN,Ulan Bator,wind-speed,264,1,11.8,3.6,87.63
6/16/2020,MN,Ulan Bator,wind-speed,208,0.5,8.7,3,63.58
7/7/2020,MN,Ulan Bator,wind-speed,253,0.2,7.7,4.1,71.1
7/9/2020,MN,Ulan Bator,wind-speed,240,0.5,7.7,3.6,42.16
6/10/2020,MN,Ulan Bator,wind-speed,242,0.2,6.6,3.6,42.21
7/16/2020,MN,Ulan Bator,wind-speed,264,0.5,9.2,6.6,70.58
5/16/2020,MN,Ulan Bator,wind-speed,264,3,10.8,8.7,29.11
5/31/2020,MN,Ulan Bator,wind-speed,231,0.2,4.6,1.2,11.76
6/18/2020,MN,Ulan Bator,wind-speed,240,0.2,6.1,2.5,30.19
6/28/2020,MN,Ulan Bator,wind-speed,264,0.5,7.2,1.5,26.61
5/2/2020,MN,Ulan Bator,wind-speed,264,0.5,8.7,5.6,42.21
5/3/2020,MN,Ulan Bator,wind-speed,242,0.2,6.6,2.5,44.84
5/15/2020,MN,Ulan Bator,wind-speed,264,1.5,12.3,8.7,98.93
6/27/2020,MN,Ulan Bator,wind-speed,242,0.2,5.6,2,25.27
4/14/2020,MN,Ulan Bator,wind-speed,264,1.5,10.2,5.1,71.01
4/19/2020,MN,Ulan Bator,wind-speed,264,3.6,13.3,7.7,86.94
4/28/2020,MN,Ulan Bator,wind-speed,242,0.2,6.1,2,36.91
6/14/2020,MN,Ulan Bator,wind-speed,220,0.5,4.6,1.5,14.81
7/8/2020,MN,Ulan Bator,wind-speed,255,0.5,5.6,2.5,20.28
5/21/2020,MN,Ulan Bator,wind-speed,264,0.5,7.2,4.1,44.5
7/5/2020,MN,Ulan Bator,wind-speed,220,0.5,5.1,2,25.01
5/8/2020,MN,Ulan Bator,wind-speed,187,0.2,7.7,5.6,61.46
5/29/2020,MN,Ulan Bator,wind-speed,264,1.5,7.7,5.6,24.85
6/15/2020,MN,Ulan Bator,wind-speed,253,0.2,6.1,1.5,34.68
7/4/2020,MN,Ulan Bator,wind-speed,264,0.2,6.6,1,21.37
7/20/2020,MN,Ulan Bator,wind-speed,264,0.5,2,1,2.21
4/22/2020,MN,Ulan Bator,wind-speed,253,0.2,7.2,2.5,60.46
4/23/2020,MN,Ulan Bator,wind-speed,242,0.2,7.7,1.5,64.12
5/11/2020,MN,Ulan Bator,wind-speed,264,0.2,14.9,6.1,357.49
5/13/2020,MN,Ulan Bator,wind-speed,242,0.2,7.7,1.5,73.63
5/23/2020,MN,Ulan Bator,wind-speed,264,0.2,8.2,1.5,80.06
6/22/2020,MN,Ulan Bator,wind-speed,231,0.5,5.6,3.6,21.86
4/8/2020,MN,Ulan Bator,wind-speed,253,0.2,7.2,1.5,27.13
4/12/2020,MN,Ulan Bator,wind-speed,264,1.5,10.2,6.1,64.95
4/27/2020,MN,Ulan Bator,wind-speed,242,0.2,7.7,1.5,65.46
6/20/2020,MN,Ulan Bator,wind-speed,264,1,7.7,3.6,37.61
4/4/2020,MN,Ulan Bator,wind-speed,198,0.2,6.1,2,38.72
5/1/2020,MN,Ulan Bator,wind-speed,264,0.5,8.7,2.5,38.65
6/4/2020,MN,Ulan Bator,wind-speed,231,0.2,4.1,1.5,15.41
5/22/2020,MN,Ulan Bator,wind-speed,264,1.5,9.7,4.6,71.98
7/3/2020,MN,Ulan Bator,wind-speed,242,0.2,4.6,1.5,12.32
7/21/2020,MN,Ulan Bator,wind-speed,26,0.5,1.5,1.5,1.35
4/18/2020,MN,Ulan Bator,wind-speed,264,0.5,11.3,6.1,62.62
5/9/2020,MN,Ulan Bator,wind-speed,264,3.6,11.3,6.1,55.42
5/30/2020,MN,Ulan Bator,wind-speed,264,1,7.7,3.6,18.75
6/7/2020,MN,Ulan Bator,wind-speed,264,1.5,8.7,3.6,40.65
7/18/2020,MN,Ulan Bator,wind-speed,264,0.2,6.1,1.5,48.08
4/26/2020,MN,Ulan Bator,wind-speed,242,0.2,8.2,1.5,85.51
5/7/2020,MN,Ulan Bator,wind-speed,264,3,8.2,5.6,21.41
5/20/2020,MN,Ulan Bator,wind-speed,242,0.5,7.7,2.5,46.23
4/2/2020,MN,Ulan Bator,wind-speed,231,0.2,6.1,0.5,39.57
4/30/2020,MN,Ulan Bator,wind-speed,253,0.2,7.7,2.5,70.14
5/5/2020,MN,Ulan Bator,wind-speed,264,0.2,12.3,4.1,151.85
6/13/2020,MN,Ulan Bator,wind-speed,253,1.5,10.2,4.6,61.8
6/19/2020,MN,Ulan Bator,wind-speed,264,0.2,10.2,1,72.44
3/31/2020,MN,Ulan Bator,wind-speed,253,0.2,5.6,2,32.04
4/5/2020,MN,Ulan Bator,wind-speed,242,0.2,6.6,0.5,24.64
5/6/2020,MN,Ulan Bator,wind-speed,264,1,10.8,6.6,108.47
6/6/2020,MN,Ulan Bator,wind-speed,264,0.2,5.6,2.5,40.72
6/23/2020,MN,Ulan Bator,wind-speed,264,0.5,9.7,2.5,64.2
7/15/2020,MN,Ulan Bator,wind-speed,264,0.5,6.1,2.5,19.89
7/19/2020,MN,Ulan Bator,wind-speed,253,0.2,6.6,3.6,40.23
4/24/2020,MN,Ulan Bator,wind-speed,264,0.5,14.4,3.6,269.67
4/25/2020,MN,Ulan Bator,wind-speed,253,0.5,9.2,2,114.34
6/2/2020,MN,Ulan Bator,wind-speed,264,0.2,11.3,7.2,120.04
7/12/2020,MN,Ulan Bator,wind-speed,218,0.2,4.1,1.5,15.56
7/13/2020,MN,Ulan Bator,wind-speed,253,0.5,3,1,3.62
7/17/2020,MN,Ulan Bator,wind-speed,253,1,7.7,5.6,25.06
4/11/2020,MN,Ulan Bator,wind-speed,242,0.2,7.7,4.6,80.73
5/19/2020,MN,Ulan Bator,wind-speed,253,0.2,6.1,2.5,50.13
5/26/2020,MN,Ulan Bator,wind-speed,242,0.5,8.2,2.5,86.73
7/1/2020,MN,Ulan Bator,wind-speed,264,0.2,4.6,2.5,12.52
3/30/2020,MN,Ulan Bator,wind-speed,264,0.5,8.7,4.6,54.99
4/17/2020,MN,Ulan Bator,wind-speed,209,0.5,9.7,3.6,68.77
6/11/2020,MN,Ulan Bator,wind-speed,264,0.2,6.1,2.5,26.72
7/2/2020,MN,Ulan Bator,wind-speed,264,0.2,5.6,1,25.23
1/4/2020,MN,Ulan Bator,wind-speed,180,0.2,1.5,0.5,1.14
1/5/2020,MN,Ulan Bator,wind-speed,210,0.2,4.1,1,13.82
5/18/2020,MN,Ulan Bator,wind-speed,253,0.2,7.2,2.5,50.57
5/28/2020,MN,Ulan Bator,wind-speed,264,3,10.2,5.6,31.26
6/12/2020,MN,Ulan Bator,wind-speed,264,0.5,8.7,4.6,53.07
6/26/2020,MN,Ulan Bator,wind-speed,231,0.2,2.5,0.7,6
4/21/2020,MN,Ulan Bator,wind-speed,264,0.5,10.8,2.5,157.54
6/17/2020,MN,Ulan Bator,wind-speed,230,0.5,8.2,4.6,66.16
7/6/2020,MN,Ulan Bator,wind-speed,264,0.2,5.6,1.5,13.77
7/10/2020,MN,Ulan Bator,wind-speed,240,1,7.2,4.1,20.42
4/6/2020,MN,Ulan Bator,wind-speed,264,0.5,12.8,5.1,176.85
5/4/2020,MN,Ulan Bator,wind-speed,253,0.2,6.6,2.5,36.18
6/21/2020,MN,Ulan Bator,wind-speed,264,0.2,6.6,3,26.11
6/24/2020,MN,Ulan Bator,wind-speed,264,0.2,6.6,1.5,32.01
6/30/2020,MN,Ulan Bator,wind-speed,242,0.2,8.7,2,58.75
1/3/2020,MN,Ulan Bator,wind-speed,80,0.2,1.5,0.5,1.47
4/3/2020,MN,Ulan Bator,wind-speed,242,0.2,3.6,1,10.65
4/13/2020,MN,Ulan Bator,wind-speed,242,0.2,6.1,2.5,28.93
4/29/2020,MN,Ulan Bator,wind-speed,231,0.5,8.7,1.5,65.6
6/25/2020,MN,Ulan Bator,wind-speed,253,0.2,7.2,1.5,29.78
6/29/2020,MN,Ulan Bator,wind-speed,264,0.2,7.7,3.6,58.7
4/1/2020,MN,Ulan Bator,co,40,0.1,0.3,0.1,0.06
5/14/2020,MN,Ulan Bator,co,19,0.1,0.1,0.1,0
12/31/2019,MN,Ulan Bator,co,86,0.1,0.6,0.2,0.27
1/5/2020,MN,Ulan Bator,co,77,0.1,0.6,0.2,0.19
1/7/2020,MN,Ulan Bator,co,76,0.1,0.5,0.3,0.2
1/13/2020,MN,Ulan Bator,co,80,0.1,0.6,0.3,0.19
3/21/2020,MN,Ulan Bator,co,85,0.1,0.3,0.2,0.03
3/23/2020,MN,Ulan Bator,co,83,0.1,0.3,0.1,0.04
6/2/2020,MN,Ulan Bator,co,21,0.1,0.2,0.1,0.02
6/7/2020,MN,Ulan Bator,co,14,0.1,0.1,0.1,0
6/10/2020,MN,Ulan Bator,co,19,0.1,0.1,0.1,0
5/20/2020,MN,Ulan Bator,co,22,0.1,0.2,0.1,0.02
6/25/2020,MN,Ulan Bator,co,26,0.1,0.2,0.1,0.02
3/2/2020,MN,Ulan Bator,co,37,0.1,0.1,0.1,0
3/11/2020,MN,Ulan Bator,co,88,0.1,0.4,0.2,0.11
4/12/2020,MN,Ulan Bator,co,21,0.1,0.2,0.1,0.02
4/13/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.02
4/29/2020,MN,Ulan Bator,co,22,0.1,0.2,0.1,0.02
5/16/2020,MN,Ulan Bator,co,12,0.1,0.1,0.1,0
1/1/2020,MN,Ulan Bator,co,85,0.1,0.6,0.3,0.24
1/19/2020,MN,Ulan Bator,co,92,0.1,0.6,0.3,0.1
5/8/2020,MN,Ulan Bator,co,22,0.1,0.1,0.1,0
5/9/2020,MN,Ulan Bator,co,15,0.1,0.1,0.1,0
6/17/2020,MN,Ulan Bator,co,40,0.1,0.2,0.2,0.02
7/5/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
1/22/2020,MN,Ulan Bator,co,88,0.2,0.6,0.3,0.11
1/23/2020,MN,Ulan Bator,co,93,0.1,0.6,0.3,0.15
2/2/2020,MN,Ulan Bator,co,90,0.1,0.5,0.2,0.09
2/9/2020,MN,Ulan Bator,co,93,0.1,0.5,0.3,0.1
5/21/2020,MN,Ulan Bator,co,10,0.1,0.2,0.1,0.02
5/23/2020,MN,Ulan Bator,co,18,0.1,0.2,0.1,0.01
2/25/2020,MN,Ulan Bator,co,36,0.1,0.1,0.1,0
4/2/2020,MN,Ulan Bator,co,39,0.1,0.2,0.1,0.02
4/3/2020,MN,Ulan Bator,co,43,0.1,0.2,0.1,0.02
1/25/2020,MN,Ulan Bator,co,86,0.1,0.5,0.3,0.18
2/28/2020,MN,Ulan Bator,co,81,0.1,0.3,0.2,0.03
3/9/2020,MN,Ulan Bator,co,86,0.1,0.3,0.2,0.05
5/26/2020,MN,Ulan Bator,co,18,0.1,0.2,0.1,0.01
6/16/2020,MN,Ulan Bator,co,26,0.1,0.2,0.1,0.01
2/23/2020,MN,Ulan Bator,co,84,0.1,0.5,0.2,0.18
2/24/2020,MN,Ulan Bator,co,53,0.1,0.2,0.1,0.01
3/31/2020,MN,Ulan Bator,co,35,0.1,0.2,0.1,0.02
4/9/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.01
4/17/2020,MN,Ulan Bator,co,28,0.1,0.2,0.1,0.02
6/30/2020,MN,Ulan Bator,co,57,0.1,0.2,0.1,0.02
1/11/2020,MN,Ulan Bator,co,90,0.1,0.4,0.2,0.1
6/19/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.02
2/7/2020,MN,Ulan Bator,co,87,0.1,0.5,0.3,0.11
2/17/2020,MN,Ulan Bator,co,87,0.1,0.6,0.3,0.26
3/19/2020,MN,Ulan Bator,co,70,0.1,0.2,0.1,0.02
5/2/2020,MN,Ulan Bator,co,22,0.1,0.1,0.1,0
5/3/2020,MN,Ulan Bator,co,24,0.1,0.1,0.1,0
5/5/2020,MN,Ulan Bator,co,21,0.1,0.2,0.1,0.02
1/6/2020,MN,Ulan Bator,co,86,0.2,0.5,0.3,0.1
1/31/2020,MN,Ulan Bator,co,85,0.1,0.5,0.2,0.18
2/5/2020,MN,Ulan Bator,co,77,0.1,0.4,0.2,0.11
3/5/2020,MN,Ulan Bator,co,70,0.1,0.4,0.2,0.1
5/6/2020,MN,Ulan Bator,co,18,0.1,0.2,0.2,0.03
6/26/2020,MN,Ulan Bator,co,30,0.1,0.1,0.1,0
5/29/2020,MN,Ulan Bator,co,15,0.1,0.2,0.1,0.02
6/23/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.01
2/11/2020,MN,Ulan Bator,co,90,0.1,0.6,0.3,0.23
2/21/2020,MN,Ulan Bator,co,75,0.1,0.2,0.2,0.03
4/15/2020,MN,Ulan Bator,co,17,0.1,0.2,0.1,0.02
4/23/2020,MN,Ulan Bator,co,40,0.1,0.3,0.1,0.05
4/30/2020,MN,Ulan Bator,co,15,0.1,0.1,0.1,0
5/28/2020,MN,Ulan Bator,co,7,0.1,0.2,0.1,0.02
7/18/2020,MN,Ulan Bator,co,35,0.1,0.2,0.1,0.02
1/15/2020,MN,Ulan Bator,co,76,0.1,0.5,0.3,0.15
5/10/2020,MN,Ulan Bator,co,6,0.1,0.1,0.1,0
6/3/2020,MN,Ulan Bator,co,26,0.1,0.2,0.1,0.02
6/24/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.02
3/12/2020,MN,Ulan Bator,co,86,0.1,0.3,0.2,0.05
3/29/2020,MN,Ulan Bator,co,45,0.1,0.2,0.1,0
3/30/2020,MN,Ulan Bator,co,57,0.1,0.2,0.1,0.02
6/22/2020,MN,Ulan Bator,co,42,0.1,0.2,0.1,0.03
7/16/2020,MN,Ulan Bator,co,28,0.1,0.2,0.1,0.03
7/20/2020,MN,Ulan Bator,co,64,0.1,0.2,0.2,0.03
7/3/2020,MN,Ulan Bator,co,22,0.1,0.2,0.2,0.02
7/6/2020,MN,Ulan Bator,co,40,0.1,0.2,0.2,0.01
1/12/2020,MN,Ulan Bator,co,81,0.2,0.6,0.3,0.2
2/4/2020,MN,Ulan Bator,co,85,0.1,0.4,0.3,0.1
3/6/2020,MN,Ulan Bator,co,79,0.1,0.3,0.2,0.03
3/22/2020,MN,Ulan Bator,co,87,0.1,0.3,0.2,0.03
5/4/2020,MN,Ulan Bator,co,31,0.1,0.2,0.1,0.01
5/12/2020,MN,Ulan Bator,co,27,0.1,0.2,0.1,0.01
7/21/2020,MN,Ulan Bator,co,9,0.1,0.2,0.2,0.03
12/30/2019,MN,Ulan Bator,co,87,0.1,0.4,0.2,0.07
3/18/2020,MN,Ulan Bator,co,46,0.1,0.2,0.1,0.01
3/24/2020,MN,Ulan Bator,co,63,0.1,0.2,0.1,0.02
6/1/2020,MN,Ulan Bator,co,15,0.1,0.2,0.1,0.02
7/11/2020,MN,Ulan Bator,co,22,0.1,0.2,0.1,0.02
7/13/2020,MN,Ulan Bator,co,28,0.1,0.2,0.1,0.02
2/13/2020,MN,Ulan Bator,co,35,0.1,0.1,0.1,0
4/14/2020,MN,Ulan Bator,co,16,0.1,0.2,0.1,0.02
4/24/2020,MN,Ulan Bator,co,38,0.1,0.3,0.2,0.07
6/12/2020,MN,Ulan Bator,co,34,0.1,0.2,0.1,0.02
7/8/2020,MN,Ulan Bator,co,55,0.1,0.2,0.1,0.02
1/16/2020,MN,Ulan Bator,co,85,0.1,0.6,0.3,0.28
1/27/2020,MN,Ulan Bator,co,80,0.1,0.6,0.3,0.21
2/19/2020,MN,Ulan Bator,co,80,0.1,0.4,0.2,0.1
4/11/2020,MN,Ulan Bator,co,25,0.1,0.2,0.1,0.03
6/11/2020,MN,Ulan Bator,co,15,0.1,0.2,0.1,0.02
6/28/2020,MN,Ulan Bator,co,26,0.1,0.2,0.1,0.01
4/18/2020,MN,Ulan Bator,co,15,0.1,0.1,0.1,0
5/17/2020,MN,Ulan Bator,co,9,0.1,0.1,0.1,0
1/18/2020,MN,Ulan Bator,co,84,0.2,0.6,0.3,0.1
2/12/2020,MN,Ulan Bator,co,60,0.1,0.6,0.3,0.27
2/15/2020,MN,Ulan Bator,co,76,0.1,0.5,0.2,0.18
3/3/2020,MN,Ulan Bator,co,27,0.1,0.2,0.1,0.02
3/13/2020,MN,Ulan Bator,co,91,0.1,0.3,0.2,0.04
4/6/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
6/27/2020,MN,Ulan Bator,co,31,0.1,0.1,0.1,0
1/3/2020,MN,Ulan Bator,co,92,0.2,0.6,0.4,0.16
1/29/2020,MN,Ulan Bator,co,66,0.1,0.3,0.1,0.04
2/20/2020,MN,Ulan Bator,co,65,0.1,0.2,0.1,0.01
5/7/2020,MN,Ulan Bator,co,14,0.1,0.1,0.1,0
7/19/2020,MN,Ulan Bator,co,30,0.1,0.4,0.1,0.08
1/2/2020,MN,Ulan Bator,co,88,0.2,0.6,0.3,0.21
1/21/2020,MN,Ulan Bator,co,89,0.2,0.5,0.4,0.07
3/7/2020,MN,Ulan Bator,co,69,0.1,0.4,0.2,0.07
5/15/2020,MN,Ulan Bator,co,10,0.1,0.1,0.1,0
5/19/2020,MN,Ulan Bator,co,23,0.1,0.1,0.1,0
7/15/2020,MN,Ulan Bator,co,34,0.1,0.2,0.2,0.03
1/8/2020,MN,Ulan Bator,co,79,0.1,0.5,0.3,0.17
4/28/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.01
6/21/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.02
7/7/2020,MN,Ulan Bator,co,31,0.1,0.2,0.2,0.01
1/17/2020,MN,Ulan Bator,co,81,0.1,0.5,0.3,0.11
1/30/2020,MN,Ulan Bator,co,74,0.1,0.5,0.2,0.14
2/6/2020,MN,Ulan Bator,co,88,0.1,0.5,0.3,0.14
4/5/2020,MN,Ulan Bator,co,30,0.1,0.2,0.1,0.02
5/1/2020,MN,Ulan Bator,co,19,0.1,0.1,0.1,0
5/31/2020,MN,Ulan Bator,co,21,0.1,0.2,0.1,0.01
7/2/2020,MN,Ulan Bator,co,28,0.1,0.2,0.2,0.02
7/14/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
1/14/2020,MN,Ulan Bator,co,74,0.1,0.6,0.2,0.22
3/14/2020,MN,Ulan Bator,co,90,0.1,0.5,0.1,0.11
3/16/2020,MN,Ulan Bator,co,72,0.1,0.2,0.1,0.02
4/27/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0
5/18/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
6/4/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
5/13/2020,MN,Ulan Bator,co,19,0.1,0.1,0.1,0
6/8/2020,MN,Ulan Bator,co,13,0.1,0.1,0.1,0
1/26/2020,MN,Ulan Bator,co,87,0.1,0.6,0.3,0.23
2/8/2020,MN,Ulan Bator,co,86,0.1,0.5,0.2,0.16
2/16/2020,MN,Ulan Bator,co,78,0.1,0.6,0.3,0.19
3/4/2020,MN,Ulan Bator,co,58,0.1,0.5,0.1,0.18
4/4/2020,MN,Ulan Bator,co,38,0.1,0.2,0.1,0.02
5/11/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
7/4/2020,MN,Ulan Bator,co,23,0.1,0.2,0.2,0.02
3/17/2020,MN,Ulan Bator,co,74,0.1,0.3,0.2,0.04
4/22/2020,MN,Ulan Bator,co,38,0.1,0.2,0.1,0.02
5/22/2020,MN,Ulan Bator,co,21,0.1,0.1,0.1,0
7/10/2020,MN,Ulan Bator,co,36,0.1,0.2,0.2,0.03
4/10/2020,MN,Ulan Bator,co,33,0.1,0.2,0.1,0.02
4/20/2020,MN,Ulan Bator,co,23,0.1,0.1,0.1,0
1/4/2020,MN,Ulan Bator,co,86,0.1,0.6,0.3,0.19
2/3/2020,MN,Ulan Bator,co,85,0.1,0.4,0.2,0.08
2/14/2020,MN,Ulan Bator,co,68,0.1,0.2,0.2,0.02
2/18/2020,MN,Ulan Bator,co,80,0.1,0.6,0.2,0.25
2/27/2020,MN,Ulan Bator,co,75,0.1,0.2,0.1,0.02
4/7/2020,MN,Ulan Bator,co,17,0.1,0.1,0.1,0
5/25/2020,MN,Ulan Bator,co,18,0.1,0.2,0.1,0.02
6/29/2020,MN,Ulan Bator,co,48,0.1,0.2,0.2,0.02
6/5/2020,MN,Ulan Bator,co,13,0.1,0.1,0.1,0
6/6/2020,MN,Ulan Bator,co,9,0.1,0.1,0.1,0
2/10/2020,MN,Ulan Bator,co,86,0.1,0.4,0.3,0.11
2/26/2020,MN,Ulan Bator,co,38,0.1,0.1,0.1,0
2/29/2020,MN,Ulan Bator,co,75,0.1,0.2,0.1,0.03
4/16/2020,MN,Ulan Bator,co,41,0.1,0.3,0.1,0.06
5/24/2020,MN,Ulan Bator,co,20,0.1,0.1,0.1,0
5/27/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.03
6/14/2020,MN,Ulan Bator,co,61,0.1,0.4,0.2,0.08
6/20/2020,MN,Ulan Bator,co,28,0.1,0.2,0.1,0.03
1/9/2020,MN,Ulan Bator,co,90,0.1,0.6,0.2,0.19
4/8/2020,MN,Ulan Bator,co,24,0.1,0.2,0.1,0
4/19/2020,MN,Ulan Bator,co,9,0.1,0.1,0.1,0
6/18/2020,MN,Ulan Bator,co,36,0.1,0.2,0.2,0.03
7/17/2020,MN,Ulan Bator,co,32,0.1,0.2,0.1,0.03
1/20/2020,MN,Ulan Bator,co,90,0.1,0.5,0.3,0.13
2/1/2020,MN,Ulan Bator,co,83,0.1,0.4,0.2,0.06
2/22/2020,MN,Ulan Bator,co,88,0.1,0.3,0.2,0.06
3/15/2020,MN,Ulan Bator,co,66,0.1,0.3,0.2,0.03
4/25/2020,MN,Ulan Bator,co,36,0.1,0.3,0.1,0.06
7/12/2020,MN,Ulan Bator,co,41,0.1,0.2,0.1,0.03
1/24/2020,MN,Ulan Bator,co,87,0.1,0.5,0.3,0.19
1/28/2020,MN,Ulan Bator,co,73,0.1,0.6,0.3,0.3
5/30/2020,MN,Ulan Bator,co,12,0.1,0.1,0.1,0
6/9/2020,MN,Ulan Bator,co,16,0.1,0.2,0.1,0.01
7/9/2020,MN,Ulan Bator,co,41,0.1,0.2,0.1,0.02
3/1/2020,MN,Ulan Bator,co,92,0.1,0.3,0.2,0.04
3/20/2020,MN,Ulan Bator,co,73,0.1,0.2,0.1,0.02
3/25/2020,MN,Ulan Bator,co,18,0.1,0.1,0.1,0
6/15/2020,MN,Ulan Bator,co,51,0.1,0.3,0.2,0.04
7/1/2020,MN,Ulan Bator,co,40,0.1,0.2,0.2,0.03
1/10/2020,MN,Ulan Bator,co,80,0.1,0.5,0.3,0.14
3/8/2020,MN,Ulan Bator,co,55,0.1,0.2,0.1,0.02
3/10/2020,MN,Ulan Bator,co,92,0.1,0.3,0.2,0.05
4/21/2020,MN,Ulan Bator,co,23,0.1,0.2,0.1,0.01
4/26/2020,MN,Ulan Bator,co,45,0.1,0.3,0.2,0.04
6/13/2020,MN,Ulan Bator,co,67,0.1,0.3,0.2,0.04
2/28/2020,MN,Ulan Bator,no2,146,2.1,47.3,7.8,931.77
3/4/2020,MN,Ulan Bator,no2,157,3.2,41.4,7.8,948.84
3/21/2020,MN,Ulan Bator,no2,165,0.5,47.7,6.4,1064.14
4/4/2020,MN,Ulan Bator,no2,130,0.5,44.1,8,1052.38
4/19/2020,MN,Ulan Bator,no2,108,0.5,25.9,2.4,537.05
7/17/2020,MN,Ulan Bator,no2,180,0.5,23.1,3.7,192.26
2/11/2020,MN,Ulan Bator,no2,163,5.5,54.8,15.8,1424.19
2/8/2020,MN,Ulan Bator,no2,162,5.5,50.8,15.4,1078.33
3/22/2020,MN,Ulan Bator,no2,146,2.1,51.2,10,1029.51
4/28/2020,MN,Ulan Bator,no2,125,1,43.1,6.4,1478.15
1/29/2020,MN,Ulan Bator,no2,163,2.3,42.4,8.5,905.03
2/9/2020,MN,Ulan Bator,no2,160,4.8,46.9,14.4,1084.8
2/19/2020,MN,Ulan Bator,no2,127,4.2,45.1,11,1422.85
5/23/2020,MN,Ulan Bator,no2,106,1.9,58.9,5.8,1979.28
6/2/2020,MN,Ulan Bator,no2,131,0.5,47.6,3.2,1187.18
6/7/2020,MN,Ulan Bator,no2,129,1,50.5,2.9,1289.6
6/13/2020,MN,Ulan Bator,no2,184,0.5,30.8,4.5,285.65
