date, pm25, pm10, o3, no2, so2, co
2018/7/30, 151, 85, 4, 25, 8, 6
2018/7/31, 140, 119, 8, 30, 8, 9
2018/8/1, 159, 120, 9, 28, 11, 8
2018/8/2, 149, 152, 7, 26, 11, 7
2018/8/3, 163, 152, 6, 31, 13, 8
2018/8/4, 161, 146, 9, 27, 11, 8
2018/8/5, 163, 139, 3, 26, 11, 7
2018/8/6, 166, 82, 4, 20, 9, 9
2018/8/7, 123, 81, 9, 20, 9, 9
2018/8/8, 140, 67, 13, 21, 8, 10
2018/8/9, 131, 99, 13, 23, 9, 9
2018/8/10, 142, 92, 14, 31, 9, 11
2018/8/11, 123, 82, 6, 22, 10, 8
2018/8/12, 108, 93, 7, 22, 11, 8
2018/8/13, 125, 75, 9, 18, 9, 8
2018/8/14, 113, 90, 13, 21, 8, 10
2018/8/15, 117, 84, 19, 22, 8, 8
2018/8/16, 112, 73, 19, 22, 8, 11
2018/8/17, 103, 65, 16, 22, 8, 9
2018/8/18, 89, 82, 58, 28, 8, 11
2018/8/19, 100, 72, 33, 18, 5, 11
2018/8/20, 107, 50, 12, 27, 10, 12
2018/8/21, 115, 29, 11, 28, 10, 11
2018/8/22, 150, 53, 8, 30, 9, 10
2018/8/23, 172, 75, 3, 20, 11, 9
2018/8/24, 102, 101, 5, 21, 10, 9
2018/8/25, 113, 100, 4, 21, 12, 8
2018/8/26, 112, 73, 8, 13, 10, 7
2018/8/27, 90, 55, 5, 16, 10, 8
2018/8/28, 78, 67, 6, 19, 9, 12
2018/8/29, 98, 120, 31, 14, 11, 14
2018/8/30, 151, 92, 16, 3, 10, 12
2018/8/31, 129, 121, 5, 3, 12, 9
2018/9/1, 136, 95, 6, 2, 11, 13
2018/9/2, 125, 69, 21, , 9, 9
2018/9/3, 118, 63, 8, , 10, 13
2018/9/4, 123, 102, 20, , 11, 19
2018/9/5, 164, 92, 4, , 11, 12
2018/9/6, 129, 118, 7, 29, 10, 11
2018/9/7, 124, 78, 9, 29, 9, 11
2018/9/8, 117, 89, 5, 22, 8, 9
2018/9/9, 117, 63, 2, 26, 10, 10
2018/9/10, 137, 96, 18, 29, 12, 13
2018/9/11, 146, 100, 4, 22, 12, 10
2018/9/12, 115, 104, 5, 14, 10, 8
2018/9/13, 118, 105, 7, 13, 13, 7
2018/9/14, 111, 107, 12, 13, 12, 7
2018/9/15, 113, 163, 12, 14, 12, 9
2018/9/16, 179, 116, 15, 12, 10, 7
2018/9/17, 134, 127, 24, 11, 10, 8
2018/9/18, 147, 146, 28, 11, 9, 9
2018/9/19, 160, 140, 33, 13, 11, 9
2018/9/20, 154, 144, 42, 15, 10, 11
2018/9/21, 166, 155, 13, 18, 12, 11
2018/9/22, 182, 72, 7, 18, 12, 9
2018/9/23, 109, , 9, 18, 11, 8
2018/9/24, 129, , 6, 13, 12, 8
2018/9/25, 86, , 7, 16, 11, 8
2018/9/26, 79, , 17, 20, 11, 10
2018/9/27, 122, , 25, 21, 12, 14
2018/9/28, 158, , 24, 25, 12, 21
2018/9/29, 170, , 34, 22, 12, 13
2018/9/30, 172, , 25, 18, 12, 9
2018/10/1, 142, 198, 30, 22, 13, 11
2018/4/2, 192, 255, 43, 25, 16, 8
2018/4/3, 208, 281, 43, 35, 16, 10
2018/4/4, 188, , , , , 
2018/4/6, 165, 164, 29, 17, 14, 6
2018/4/7, 171, 150, 30, 19, 11, 6
2018/4/8, 150, 154, 34, 17, 10, 5
2018/4/9, 155, 158, 20, 16, 8, 7
2018/4/10, 145, 344, 45, 21, 17, 10
2018/4/11, 190, 127, 20, 9, 7, 4
2018/4/12, 130, 134, 34, 15, 7, 9
2018/4/13, 132, 146, 35, 15, 9, 8
2018/4/14, 142, 216, 33, 16, 9, 8
2018/4/15, 164, 227, 45, 19, 14, 9
2018/4/16, 170, 373, 37, 19, 17, 11
2018/4/17, 183, 249, 18, 17, 9, 8
2018/4/18, 163, 180, 28, 11, 6, 4
2018/4/19, 146, 219, 35, 14, 12, 6
2018/4/20, 188, 427, 15, 15, 18, 5
2018/4/21, 218, 420, 26, 9, 7, 3
2018/4/22, 196, 152, 29, 10, 13, 3
2018/4/23, 147, 191, 44, 12, 6, 5
2018/4/24, 150, 258, 50, 17, 15, 8
2018/4/25, 170, 463, 36, 20, 23, 15
2018/4/26, 187, 453, 74, 16, 16, 13
2018/4/27, 187, 447, 50, 13, 11, 7
2018/4/28, 177, 412, 42, 14, 12, 5
2018/4/29, 178, 270, 69, 17, 11, 6
2018/4/30, 182, 248, 74, 17, 14, 6
2018/5/1, 182, 188, 45, 9, 5, 4
2018/5/2, 163, 227, 39, 7, 5, 5
2018/5/3, 181, 178, 20, 9, 11, 4
2018/5/4, 150, 131, 35, 10, 9, 5
2018/5/5, 143, 180, 77, 14, 10, 7
2018/5/6, 167, 357, 40, 14, 12, 10
2018/5/7, 197, 268, 72, 14, 12, 9
2018/5/8, 183, 164, 34, 8, 5, 2
2018/5/9, 149, 134, 53, 11, 8, 5
2018/5/10, 146, 160, 65, 16, 12, 7
2018/5/11, 164, 416, 63, 22, 23, 13
2018/5/12, 214, 410, 78, 21, 15, 17
2018/5/13, 216, 218, 25, 16, 10, 7
2018/5/14, 176, 131, 36, 20, 9, 6
2018/5/15, 140, 161, 41, 28, 10, 8
2018/5/16, 165, 160, 40, 16, 8, 6
2018/5/17, 166, 220, 51, 18, 10, 6
2018/5/18, 183, 135, 39, 17, 6, 8
2018/5/19, 162, 247, 51, 57, 28, 15
2018/5/20, 190, 150, 36, 41, 27, 9
2018/5/21, 167, 153, 28, 36, 21, 7
2018/5/22, 163, 180, 52, 44, 26, 11
2018/5/23, 174, 235, 56, 47, 30, 15
2018/5/24, 200, 187, 38, 38, 27, 11
2018/5/25, 186, 169, 46, 44, 30, 10
2018/5/26, 164, 230, 47, 55, 36, 13
2018/5/27, 184, 268, 31, 57, 40, 10
2018/5/28, 181, 185, 49, 55, 33, 12
2018/5/29, 175, 246, 40, 49, 28, 13
2018/5/30, 193, 229, 29, 25, 18, 6
2018/5/31, 173, 167, 33, 28, 21, 8
2018/6/1, 169, 148, 28, 24, 17, 6
2018/6/2, 164, , , , , 
2018/6/4, 152, 139, 21, 22, 15, 5
2018/6/5, 160, 147, 22, 22, 17, 13
2018/6/6, 168, 119, 14, 22, 14, 6
2018/6/7, 157, 116, 35, 24, 18, 8
2018/6/8, 162, 186, 14, 23, 13, 8
2018/6/9, 180, 115, 7, 20, 10, 7
2018/6/10, 148, 96, 23, 20, 9, 6
2018/6/11, 151, 135, 23, 22, 10, 6
2018/6/12, 168, 432, 9, 22, 24, 6
2018/6/13, 252, 979, 6, 15, 23, 5
2018/6/14, 407, 797, 13, 21, 28, 9
2018/6/15, 356, 643, 20, 19, 33, 8
2018/6/16, 260, 652, 13, 17, 17, 10
2018/6/17, 251, 220, 21, 12, 12, 8
2018/6/18, 168, 128, 23, 18, 15, 9
2018/6/19, 149, 120, 35, 16, 12, 8
2018/6/20, 150, 141, 54, 27, 18, 9
2018/6/21, 160, 290, 57, 22, 18, 10
2018/6/22, 183, 210, 86, 30, 18, 12
2018/6/23, 171, 186, 51, 29, 15, 12
2018/6/24, 168, 141, 42, 18, 17, 9
2018/6/25, 155, 220, 29, 21, 16, 9
2018/6/26, 171, 139, 13, 24, 20, 10
2018/6/27, 162, 96, 28, 21, 12, 10
2018/6/28, 142, 81, 14, 20, 9, 10
2018/6/29, 83, 97, 14, 27, 9, 9
2018/6/30, 151, 99, 13, 26, 10, 10
2018/7/1, 136, 108, 9, 25, 11, 11
2018/1/20, 437, 438, , , , 
2018/1/21, 350, , , , , 
2018/1/24, 314, 212, 4, 13, 4, 9
2018/1/25, 274, 207, 2, 17, 2, 8
2018/1/26, 260, 182, 4, 9, 1, 6
2018/1/27, 268, 330, 6, 13, 2, 13
2018/1/28, 313, 250, 5, 12, 1, 11
2018/1/29, 267, 448, 1, 17, 6, 12
2018/1/30, 398, 325, 6, 15, 8, 8
2018/1/31, 277, 218, 6, 15, 4, 7
2018/2/1, 241, 391, 10, 18, 17, 13
2018/2/2, 325, 277, 11, 15, 5, 10
2018/2/3, 251, 242, 18, 15, 7, 9
2018/2/4, 222, 234, 22, 15, 5, 9
2018/2/5, 240, 304, 20, 18, 8, 10
2018/2/6, 275, 247, 18, 15, 4, 8
2018/2/7, 232, 207, 22, 17, 4, 9
2018/2/8, 218, 330, 27, 17, 6, 13
2018/2/9, 278, 387, 32, 18, 9, 12
2018/2/10, 325, 490, 27, 19, 7, 24
2018/2/11, 316, 361, 19, 23, 9, 10
2018/2/12, 228, 291, 13, 19, 6, 6
2018/2/13, 180, 181, 24, 16, 6, 10
2018/2/14, 208, 130, 23, 12, 4, 4
2018/2/15, 162, 140, 24, 15, 5, 6
2018/2/16, 168, 187, 25, 21, 6, 8
2018/2/17, 189, 202, 24, 22, 11, 9
2018/2/18, 195, 196, 31, , 10, 10
2018/2/19, 189, 304, 36, 21, 13, 14
2018/2/20, 244, 289, 32, 28, 11, 16
2018/2/21, 232, 504, 5, 40, 12, 27
2018/2/22, 385, 251, 29, 21, 8, 12
2018/2/23, 200, 207, 26, 24, 11, 14
2018/2/24, 219, 369, 16, 34, 15, 15
2018/2/25, 235, 157, 22, 13, 7, 7
2018/2/26, 176, 133, 20, 14, 5, 8
2018/2/27, 154, 146, 22, 21, 6, 11
2018/2/28, 179, 246, 25, 23, 9, 11
2018/3/1, 214, 197, 20, 24, 7, 9
2018/3/2, 191, 221, 27, 21, 6, 15
2018/3/3, 203, 166, 21, 14, 7, 6
2018/3/4, 182, 136, 19, 16, 7, 7
2018/3/5, 163, 130, 24, 16, 8, 5
2018/3/6, 160, 126, 22, 18, 8, 5
2018/3/7, 160, 124, 29, 17, 7, 5
2018/3/8, 162, 335, 25, 27, 12, 19
2018/3/9, 249, 136, 30, 12, 7, 5
2018/3/10, 164, 132, 20, 13, 6, 4
2018/3/11, 158, 136, 25, 15, 8, 3
2018/3/12, 195, 221, 26, 20, 11, 5
2018/3/13, 203, 230, 25, 25, 20, 5
2018/3/14, 236, 275, 24, 20, 13, 7
2018/3/15, 180, 342, 16, 21, 13, 10
2018/3/16, 230, 224, 29, 17, 9, 9
2018/3/17, 190, 174, 16, 19, 11, 7
2018/3/18, 185, , , , , 
2018/3/20, 163, 208, 33, 27, 17, 11
2018/3/21, 194, 275, 34, 20, 13, 11
2018/3/22, 228, 139, 24, 16, 8, 7
2018/3/23, 169, 111, 26, 15, 5, 5
2018/3/24, 161, 128, 33, 17, 7, 6
2018/3/25, 171, 127, 34, 17, 8, 6
2018/3/26, 180, 128, 34, 20, 7, 7
2018/3/27, 172, 193, 19, 25, 22, 11
2018/3/28, 206, 307, 30, 30, 19, 18
2018/3/29, 242, 119, 27, 12, 4, 6
2018/3/30, 158, 171, 26, 21, 8, 9
2018/3/31, 173, 351, 34, 20, 13, 8
2018/4/1, 220, 243, 41, 20, 13, 8
2020/6/3, , 93, 2, 22, 8, 15
2020/6/26, , 80, 6, 13, 10, 13
2020/3/29, , 47, 2, 14, 6, 11
2020/1/1, , 504, 10, 17, 10, 24
2019/9/16, , 158, 13, 25, 4, 10
2019/9/22, , 122, 14, 17, 6, 7
2019/1/1, , 508, 13, 47, 12, 20
2018/4/5, , 143, 41, 8, 8, 4
2018/6/3, , 113, 29, 24, 18, 7
2018/1/19, , 515, , , , 
2018/1/23, , 317, , , , 
2018/3/19, , 148, 27, 21, 9, 7
