date, pm25, pm10, o3, no2, so2, co
2017/9/16, 57, 15, 22, 28, 2, 4
2017/9/17, 62, 13, 27, 26, 1, 4
2017/9/18, 53, 21, 24, 36, 1, 3
2017/9/19, 70, 23, 18, 42, 2, 3
2017/9/20, 78, 28, 18, 55, 5, 3
2017/9/21, 68, 23, 24, 56, 4, 3
2017/9/22, 63, 23, 21, 56, 6, 3
2017/9/23, 63, 19, 24, 43, 3, 3
2017/9/24, 59, 29, 32, 40, 2, 3
2017/9/25, 88, 43, 13, 46, 3, 4
2017/9/26, 120, 43, 12, 44, 3, 4
2017/9/27, 119, 49, 27, 53, 4, 4
2017/9/28, 146, 25, 24, 59, 5, 3
2017/9/29, 65, 28, 19, 55, 5, 3
2017/9/30, 73, 20, 24, 50, 4, 3
2017/10/1, 56, 13, 23, 35, 3, 3
2017/4/2, 60, 23, 34, 33, 2, 3
2017/4/3, 65, 34, 37, 56, 4, 5
2017/4/4, 93, 27, 28, 37, 2, 3
2017/4/5, 70, 28, 33, 38, 1, 2
2017/4/6, 77, 35, 30, 46, 2, 4
2017/4/7, 87, 36, 33, 40, 2, 5
2017/4/8, 88, 47, 43, 67, 4, 7
2017/4/9, 110, 46, 44, 49, 3, 6
2017/4/10, 102, 24, 36, 32, 1, 4
2017/4/11, 62, 25, 34, 38, 2, 5
2017/4/12, 57, 27, 34, 41, 3, 6
2017/4/13, 65, 26, 34, 35, 2, 5
2017/4/14, 66, 20, 30, 39, 3, 6
2017/4/15, 51, 17, 39, 29, 1, 5
2017/4/16, 47, 17, 35, 30, 1, 6
2017/4/17, 54, 18, 32, 28, 1, 6
2017/4/18, 49, 23, 36, 34, , 6
2017/4/19, 47, 25, 33, 55, 1, 4
2017/4/20, 59, 32, 33, 54, 4, 3
2017/4/21, 77, 36, 45, 37, 3, 3
2017/4/22, 81, 22, 70, 33, 1, 2
2017/4/23, 60, 25, 47, 37, 2, 3
2017/4/24, 58, 29, 24, 39, 4, 4
2017/4/25, 73, 20, 28, 29, 2, 3
2017/4/26, 55, 20, 24, 31, 1, 3
2017/4/27, 58, 28, 28, 45, 4, 5
2017/4/28, 62, 28, 24, 41, 3, 4
2017/4/29, 70, 26, 35, 50, 4, 5
2017/4/30, 64, 27, 37, 32, 3, 4
2017/5/1, 67, 16, 30, 30, 2, 4
2017/5/2, 45, 33, 29, 37, 2, 4
2017/5/3, 70, 35, 32, 35, 1, 4
2017/5/4, 77, 39, 30, 37, 1, 3
2017/5/5, 78, 29, 33, 36, 1, 3
2017/5/6, 57, 33, 29, 29, 2, 2
2017/5/7, 89, 30, 36, 25, 1, 3
2017/5/8, 78, 31, 32, 29, 1, 2
2017/5/9, 62, 31, 32, 36, 1, 2
2017/5/10, 61, 31, 29, 54, 3, 4
2017/5/11, 67, 47, 27, 55, 5, 5
2017/5/12, 112, 33, 33, 52, 5, 5
2017/5/13, 84, 31, 38, 48, 3, 3
2017/5/14, 72, 21, 33, 35, 2, 3
2017/5/15, 51, 24, 25, 48, 4, 4
2017/5/16, 57, 26, 24, 46, 4, 5
2017/5/17, 60, 28, 16, 42, 5, 5
2017/5/18, 78, 28, 25, 40, 3, 5
2017/5/19, 72, 22, 30, 44, 3, 6
2017/5/20, 61, 21, 32, 49, 3, 6
2017/5/21, 53, 19, 38, 46, 2, 5
2017/5/22, 51, 29, 41, 61, 3, 7
2017/5/23, 72, 23, 25, 47, 3, 7
2017/5/24, 59, 26, 95, 47, 2, 5
2017/5/25, 71, 35, 57, 60, 3, 6
2017/5/26, 73, 30, 40, 56, 3, 6
2017/5/27, 70, 28, 40, 48, 2, 6
2017/5/28, 73, 23, 33, 38, 2, 5
2017/5/29, 62, 24, 34, 40, 2, 6
2017/5/30, 63, 20, 28, 47, 4, 6
2017/5/31, 58, 25, 22, 40, 4, 5
2017/6/1, 59, 25, 35, 54, 5, 5
2017/6/2, 63, 30, 32, 52, 4, 5
2017/6/3, 85, 23, 34, 32, 3, 3
2017/6/4, 59, 18, 30, 35, 3, 4
2017/6/5, 48, 21, 30, 43, 4, 4
2017/6/6, 53, 19, 27, 43, 5, 5
2017/6/7, 51, 89, 27, 46, 4, 5
2017/6/8, 53, 22, 25, 50, 4, 5
2017/6/9, 62, 27, 27, 49, 5, 5
2017/6/10, 63, 22, 29, 36, 3, 4
2017/6/11, 59, 19, 32, 32, 3, 4
2017/6/12, 53, 21, 27, 43, 4, 5
2017/6/13, 55, 24, 27, 44, 4, 4
2017/6/14, 61, 29, 43, 48, 3, 4
2017/6/15, 67, 31, 32, 50, 4, 5
2017/6/16, 71, 25, 29, 33, 3, 4
2017/6/17, 63, 27, 38, 37, 2, 5
2017/6/18, 74, 28, 63, 47, 2, 5
2017/6/19, 77, 39, 67, 66, 3, 6
2017/6/20, 92, 45, 38, 63, 2, 6
2017/6/21, 105, 43, 81, 63, 3, 6
2017/6/22, 96, 36, 45, 52, 4, 6
2017/6/23, 81, 22, 27, 46, 4, 5
2017/6/24, 56, 20, 22, 34, 3, 5
2017/6/25, 52, 15, 22, 27, 3, 4
2017/6/26, 44, 23, 30, 36, 2, 3
2017/6/27, 52, 28, 22, 45, 3, 4
2017/6/28, 67, 21, 21, 33, 2, 3
2017/6/29, 68, 20, 20, 57, 5, 3
2017/6/30, 58, 20, 25, 32, 2, 2
2017/7/1, 61, 22, 27, 33, 2, 2
2017/1/3, 72, 28, 13, 49, 6, 4
2017/1/4, 64, 33, 19, 45, 3, 2
2017/1/5, 73, 45, 11, 57, 4, 7
2017/1/6, 98, 46, 13, 72, 7, 7
2017/1/7, 101, 26, 13, 38, 4, 4
2017/1/8, 86, 29, 11, 45, 5, 5
2017/1/9, 89, 24, 19, 52, 6, 4
2017/1/10, 71, 34, 13, 50, 6, 4
2017/1/11, 82, 56, 27, 42, 5, 3
2017/1/12, 74, 24, 24, 51, 7, 4
2017/1/13, 68, 24, 25, 35, 8, 2
2017/1/14, 70, 24, 19, 36, 4, 3
2017/1/15, 68, 24, 13, 39, 4, 3
2017/1/16, 64, 30, 11, 52, 4, 3
2017/1/17, 80, 45, 12, 59, 5, 4
2017/1/18, 99, 61, 6, 72, 7, 7
2017/1/19, 125, 60, 6, 61, 5, 5
2017/1/20, 132, 49, 10, 58, 4, 4
2017/1/21, 97, 50, 9, 54, 5, 5
2017/1/22, 104, 73, 6, 63, 8, 13
2017/1/23, 164, 83, 6, 74, 13, 15
2017/1/24, 177, 66, 6, 71, 11, 12
2017/1/25, 155, 47, 7, 64, 8, 10
2017/1/26, 119, 59, 12, 47, 5, 5
2017/1/27, 143, 62, 6, 47, 5, 5
2017/1/28, 143, 39, 25, 45, 5, 4
2017/1/29, 69, 23, 24, 41, 4, 3
2017/1/30, 50, 31, 16, 41, 5, 3
2017/1/31, 79, 33, 11, 40, 5, 4
2017/2/1, 97, 24, 18, 44, 6, 5
2017/2/2, 73, 26, 26, 39, 5, 3
2017/2/3, 59, 31, 31, 50, 5, 4
2017/2/4, 54, 33, 19, 64, 6, 6
2017/2/5, 68, 28, 17, 43, 4, 4
2017/2/6, 78, 42, 20, 54, 6, 7
2017/2/7, 103, 35, 24, 55, 5, 5
2017/2/8, 79, 41, 10, 44, 3, 2
2017/2/9, 91, 41, 17, 52, 2, 2
2017/2/10, 104, 50, 12, 43, 3, 3
2017/2/11, 133, 43, 17, 34, 3, 4
2017/2/12, 123, 49, 13, 35, 3, 5
2017/2/13, 133, 59, 11, 35, 3, 4
2017/2/14, 144, 50, 9, 46, 4, 4
2017/2/15, 108, 35, 19, 50, 4, 3
2017/2/16, 82, 36, 21, 57, 6, 4
2017/2/17, 69, 37, 20, 54, 6, 5
2017/2/18, 80, 37, 27, 49, 4, 4
2017/2/19, 92, 30, 24, 43, 4, 5
2017/2/20, 77, 25, 18, 40, 5, 4
2017/2/21, 66, 22, 23, 47, 5, 5
2017/2/22, 57, 19, 30, 50, 5, 2
2017/2/23, 59, 21, 32, 34, 3, 2
2017/2/24, 48, 25, 30, 44, 2, 3
2017/2/25, 61, 28, 31, 41, 3, 4
2017/2/26, 62, 15, 33, 34, 2, 4
2017/2/27, 47, 17, 36, 51, 5, 6
2017/2/28, 53, 25, 33, 49, 6, 5
2017/3/1, 55, 29, 33, 55, 5, 2
2017/3/2, 60, 32, 34, 48, 4, 2
2017/3/3, 60, 32, 29, 48, 3, 2
2017/3/4, 71, 26, 38, 45, 4, 2
2017/3/5, 60, 17, 36, 39, 3, 2
2017/3/6, 46, 26, 34, 37, 3, 2
2017/3/7, 57, 27, 31, 47, 3, 2
2017/3/8, 61, 27, 38, 51, 5, 2
2017/3/9, 77, 24, 31, 46, 3, 2
2017/3/10, 68, 28, 19, 56, 4, 4
2017/3/11, 69, 37, 20, 50, 4, 4
2017/3/12, 90, 39, 17, 38, 3, 3
2017/3/13, 102, 29, 29, 42, 2, 3
2017/3/14, 65, 28, 22, 43, 4, 4
2017/3/15, 72, 36, 19, 52, 5, 5
2017/3/16, 81, 37, 20, 50, 6, 6
2017/3/17, 92, 26, 28, 47, 4, 5
2017/3/18, 56, 21, 26, 37, 4, 5
2017/3/19, 53, 18, 29, 32, 3, 5
2017/3/20, 48, 23, 28, 46, 5, 6
2017/3/21, 53, 26, 30, 50, 5, 7
2017/3/22, 54, 24, 30, 51, 3, 7
2017/3/23, 55, 32, 26, 41, 2, 3
2017/3/24, 86, 40, 26, 37, 1, 2
2017/3/25, 96, 23, 37, 39, 1, 2
2017/3/26, 59, 19, 32, 33, 1, 2
2017/3/27, 53, 46, 24, 41, 2, 4
2017/3/28, 118, 50, 34, 50, 4, 5
2017/3/29, 121, 27, 35, 50, 3, 4
2017/3/30, 65, 28, 41, 59, 3, 4
2017/3/31, 64, 27, 38, 60, 4, 4
2017/4/1, 65, 24, 38, 50, 4, 4
2016/10/2, 63, 21, 23, 32, 3, 2
2016/10/3, 63, 29, 18, 53, 6, 5
2016/10/4, 71, 29, 17, 41, 9, 4
2016/10/5, 70, 28, 20, 38, 7, 2
2016/10/6, 57, 22, 26, 46, 3, 2
2016/10/7, 55, 26, 17, 45, 4, 2
2016/10/8, 72, 22, 26, 32, 4, 2
2016/10/9, 67, 17, 26, 29, 4, 2
2016/10/10, 53, 23, 24, 36, 5, 2
2016/10/11, 63, 23, 18, 42, 6, 3
2016/10/12, 65, 23, 18, 37, 7, 4
2016/10/13, 64, 26, 13, 36, 9, 6
2016/10/14, 71, 33, 11, 41, 11, 6
2016/10/15, 83, 31, 27, 50, 12, 7
2016/10/16, 77, 21, 29, 40, 8, 5
2016/10/17, 57, 28, 27, 59, 10, 8
2016/10/18, 65, 21, 28, 43, 8, 6
2016/10/19, 54, 22, 22, 36, 6, 5
2016/10/20, 66, 25, 19, 36, 7, 4
2016/10/21, 65, 24, 17, 41, 7, 4
2016/10/22, 74, 22, 18, 34, 8, 4
2016/10/23, 66, 24, 17, 33, 10, 3
2016/10/24, 70, 33, 11, 44, 10, 3
2016/10/25, 86, 44, 7, 52, 10, 5
2016/10/26, 109, 41, 20, 59, 8, 6
2016/10/27, 95, 33, 20, 57, 8, 6
2016/10/28, 80, 35, 24, 47, 8, 4
2016/10/29, 86, 46, 7, 55, 10, 7
2016/10/30, 106, 55, 3, 49, 16, 7
2016/10/31, 140, 58, 3, 50, 13, 7
2016/11/1, 141, 47, 17, 52, 6, 7
2016/11/2, 108, 34, 15, 63, 3, 4
2016/11/3, 89, 44, 11, 78, 8, 7
2016/11/4, 102, 36, 11, 65, 7, 5
2016/11/5, 84, 38, 21, 38, 5, 3
2016/11/6, 86, 25, 19, 26, 6, 3
2016/11/7, 74, 22, 21, 38, 5, 3
2016/11/8, 59, 33, 8, 51, 7, 4
2016/11/9, 80, 21, 13, 42, 6, 4
2016/11/10, 58, 30, 15, 51, 7, 6
2016/11/11, 65, 36, 13, 53, 4, 6
2016/11/12, 83, 27, 14, 45, 3, 5
2016/11/13, 75, 30, 18, 39, 2, 4
2016/11/14, 68, 39, 9, 59, 7, 5
2016/11/15, 85, 33, 15, 47, 7, 5
2016/11/16, 72, 27, 21, 56, 7, 3
2016/11/17, 62, 30, 24, 59, 7, 3
2016/11/18, 62, 28, 27, 66, 8, 5
2016/11/19, 59, 26, 17, 54, 6, 4
2016/11/20, 57, 17, 24, 37, 7, 4
2016/11/21, 62, 25, 24, 46, 8, 4
2016/11/22, 85, 25, 26, 50, 7, 7
2016/11/23, 53, 55, 12, 43, 7, 7
2016/11/24, 70, 23, 26, 41, 5, 5
2016/11/25, 48, 23, 25, 46, 4, 2
2016/11/26, 52, 29, 14, 38, 6, 6
2016/11/27, 76, 23, 23, 36, 5, 6
2016/11/28, 67, 26, 25, 48, 4, 7
2016/11/29, 57, 43, 6, 63, 6, 10
2016/11/30, 97, 83, 3, 86, 13, 18
2016/12/1, 151, 60, 3, 74, 12, 12
2016/12/2, 139, 52, 3, 56, 12, 6
2016/12/3, 124, 29, 20, 48, 10, 3
2016/12/4, 58, 31, 13, 47, 11, 3
2016/12/5, 67, 58, 1, 51, 15, 7
2016/12/6, 130, 59, 3, 59, 20, 8
2016/12/7, 147, 46, 9, 58, 15, 4
2016/12/8, 104, 40, 13, 53, 10, 3
2016/12/9, 96, 40, 12, 52, 7, 3
2016/12/10, 93, 34, 21, 43, 5, 3
2016/12/11, 82, 28, 14, 48, 5, 4
2016/12/12, 70, 32, 10, 49, 5, 5
2016/12/13, 75, 34, 13, 52, 6, 5
2016/12/14, 87, 43, 11, 55, 5, 5
2016/12/15, 98, 44, 4, 47, 4, 5
2016/12/16, 102, 53, 2, 49, 4, 5
2016/12/17, 125, 46, 2, 55, 5, 6
2016/12/18, 118, 36, 2, 56, 3, 4
2016/12/19, 100, 47, 3, 54, 4, 4
2016/12/20, 112, 40, 6, 45, 4, 5
2016/12/21, 102, 35, 21, 53, 5, 5
2016/12/22, 72, 38, 10, 67, 6, 6
2016/12/23, 76, 23, 25, 52, 4, 4
2016/12/24, 56, 32, 25, 46, 3, 3
2016/12/25, 58, 16, 29, 23, 3, 2
2016/12/26, 39, 20, 28, 72, 3, 4
2016/12/27, 47, 47, 3, 92, 5, 11
2016/12/28, 100, 60, 2, 92, 7, 13
2016/12/29, 141, 52, 4, 70, 6, 9
2016/12/30, 126, 46, 4, 49, 7, 7
2016/12/31, 119, 32, 8, 41, 4, 4
2017/1/1, 83, 16, 27, 13, 3, 2
2017/1/2, 48, 27, 23, 32, 2, 2
2016/7/2, 59, 19, 22, 39, 4, 5
2016/7/3, 60, 20, 27, 40, 4, 5
2016/7/4, 55, 22, 22, 46, 4, 5
2016/7/5, 63, 19, 28, 26, 3, 4
2016/7/6, 46, 21, 31, 35, 3, 1
2016/7/7, 53, 27, 29, 64, 6, 6
2016/7/8, 70, 24, 23, 41, 5, 9
2016/7/9, 71, 22, 17, 37, 4, 8
2016/7/10, 71, 18, 24, 31, 6, 8
2016/7/11, 64, 22, 20, 40, 6, 9
2016/7/12, 69, 26, 17, 38, 6, 8
2016/7/13, 73, 21, 19, 26, 6, 4
2016/7/14, 67, 20, 25, 31, 5, 2
2016/7/15, 68, 23, 19, 47, 6, 5
2016/7/16, 63, 17, 17, 29, 5, 4
2016/7/17, 54, 16, 20, 25, 5, 5
2016/7/18, 55, 24, 42, 48, 6, 7
2016/7/19, 65, 30, 40, 61, 7, 8
2016/7/20, 75, 37, 48, 59, 8, 9
2016/7/21, 87, 22, 28, 34, 7, 6
2016/7/22, 71, 35, 21, 45, 4, 7
2016/7/23, 94, 28, 42, 50, 4, 7
2016/7/24, 75, 20, 27, 34, 4, 6
2016/7/25, 54, 21, 25, 33, 4, 9
2016/7/26, 55, 24, 22, 40, 5, 11
2016/7/27, 62, 24, 18, 39, 4, 9
2016/7/28, 67, 26, 23, 49, 4, 7
2016/7/29, 62, 28, 17, 50, 6, 6
2016/7/30, 60, 23, 25, 30, 3, 7
2016/7/31, 69, 15, 26, 27, 3, 6
2016/8/1, 50, 23, 17, 47, 5, 9
2016/8/2, 58, 24, 16, 42, 5, 10
2016/8/3, 61, 26, 21, 44, 4, 9
2016/8/4, 58, 24, 22, 40, 4, 7
2016/8/5, 58, 22, 29, 40, 4, 7
2016/8/6, 61, 25, 34, 38, 4, 6
2016/8/7, 65, 21, 26, 32, 3, 7
2016/8/8, 53, 21, 23, 29, 3, 5
2016/8/9, 62, 25, 24, 29, 2, 4
2016/8/10, 64, 22, 23, 29, 3, 7
2016/8/11, 59, 22, 18, 32, 4, 8
2016/8/12, 61, 26, 29, 49, 5, 6
2016/8/13, 66, 19, 24, 38, 4, 3
2016/8/14, 55, 18, 27, 30, 2, 1
2016/8/15, 54, 21, 25, 43, 4, 2
2016/8/16, 56, 24, 31, 44, 4, 2
2016/8/17, 60, 32, 36, 53, 4, 2
2016/8/18, 74, 33, 37, 48, 4, 2
2016/8/19, 73, 34, 30, 54, 5, 3
2016/8/20, 86, 26, 27, 35, 4, 2
2016/8/21, 58, 16, 27, 32, 3, 2
2016/8/22, 48, 28, 26, 45, 4, 2
2016/8/23, 64, 29, 40, 65, 5, 2
2016/8/24, 69, 38, 53, 67, 6, 3
2016/8/25, 91, 40, 38, 51, 4, 4
2016/8/26, 101, 28, 28, 45, 5, 3
2016/8/27, 84, 31, 34, 41, 4, 3
2016/8/28, 77, 25, 27, 35, 4, 6
2016/8/29, 67, 23, 30, 31, 3, 3
2016/8/30, 72, 30, 39, 66, 5, 5
2016/8/31, 71, 29, 23, 57, 6, 4
2016/9/1, 68, 28, 26, 48, 6, 4
2016/9/2, 64, 27, 15, 44, 5, 7
2016/9/3, 67, 24, 22, 39, 5, 6
2016/9/4, 62, 20, 22, 26, 6, 6
2016/9/5, 52, 28, 12, 42, 5, 8
2016/9/6, 65, 32, 9, 41, 5, 8
2016/9/7, 80, 33, 37, 56, 3, 7
2016/9/8, 75, 33, 28, 56, 5, 6
2016/9/9, 77, 26, 25, 48, 5, 3
2016/9/10, 62, 24, 20, 40, 4, 2
2016/9/11, 60, 24, 29, 45, 4, 2
2016/9/12, 57, 27, 24, 50, 4, 3
2016/9/13, 62, 44, 44, 67, 4, 3
2016/9/14, 93, 40, 42, 69, 3, 2
2016/9/15, 94, 41, 47, 60, 3, 4
2016/9/16, 100, 37, 26, 29, 2, 3
2016/9/17, 81, 19, 18, 22, 2, 6
2016/9/18, 60, 21, 31, 28, 3, 6
2016/9/19, 70, 34, 20, 34, 3, 6
2016/9/20, 92, 28, 17, 38, 3, 5
2016/9/21, 83, 35, 36, 63, 4, 8
2016/9/22, 85, 34, 23, 59, 5, 8
2016/9/23, 78, 29, 28, 65, 6, 6
2016/9/24, 63, 23, 36, 54, 7, 2
2016/9/25, 61, 24, 30, 41, 7, 4
2016/9/26, 54, 37, 19, 53, 7, 4
2016/9/27, 61, 27, 18, 48, 7, 4
2016/9/28, 62, 35, 19, 48, 8, 4
2016/9/29, 69, 26, 22, 46, 10, 4
2016/9/30, 59, 31, 22, 56, 11, 5
2016/10/1, 65, 23, 19, 47, 7, 4
2016/4/2, 83, 32, 35, 55, 4, 5
2016/4/3, 77, 32, 29, 46, 4, 5
2016/4/4, 86, 29, 31, 60, 5, 4
2016/4/5, 70, 27, 32, 49, 5, 3
2016/4/6, 65, 26, 29, 61, 6, 4
2016/4/7, 57, 24, 22, 52, 6, 5
2016/4/8, 59, 29, 26, 54, 5, 5
2016/4/9, 70, 20, 31, 48, 5, 4
2016/4/10, 49, 18, 34, 42, 4, 4
2016/4/11, 48, 42, 19, 49, 6, 6
2016/4/12, 103, 27, 31, 61, 6, 5
2016/4/13, 63, 29, 27, 60, 6, 5
2016/4/14, 73, 32, 33, 65, 5, 4
2016/4/15, 73, 27, 28, 62, 6, 4
2016/4/16, 75, 19, 27, 39, 6, 3
2016/4/17, 60, 19, 31, 37, 4, 3
2016/4/18, 57, 29, 27, 59, 5, 6
2016/4/19, 67, 23, 33, 45, 3, 3
2016/4/20, 56, 30, 27, 45, 4, 3
2016/4/21, 60, 33, 30, 46, 4, 3
2016/4/22, 69, 28, 29, 46, 4, 3
2016/4/23, 65, 19, 30, 38, 4, 2
2016/4/24, 57, 20, 34, 34, 4, 3
2016/4/25, 60, 25, 26, 44, 6, 4
2016/4/26, 71, 19, 29, 36, 6, 2
2016/4/27, 55, 24, 31, 44, 5, 3
2016/4/28, 62, 29, 31, 53, 6, 5
2016/4/29, 72, 32, 29, 49, 5, 6
2016/4/30, 79, 21, 33, 35, 4, 4
2016/5/1, 63, 24, 36, 45, 4, 7
2016/5/2, 57, 24, 32, 32, 3, 4
2016/5/3, 60, 26, 33, 43, 4, 3
2016/5/4, 67, 33, 38, 70, 6, 5
2016/5/5, 68, 39, 42, 76, 5, 5
2016/5/6, 77, 44, 35, 71, 6, 5
2016/5/7, 96, 45, 45, 54, 6, 4
2016/5/8, 110, 29, 52, 52, 7, 3
2016/5/9, 72, 38, 40, 59, 7, 5
2016/5/10, 83, 36, 20, 49, 7, 6
2016/5/11, 92, 42, 18, 49, 8, 10
2016/5/12, 113, 42, 52, 53, 8, 5
2016/5/13, 98, 34, 39, 36, 7, 4
2016/5/14, 77, 22, 37, 34, 6, 2
2016/5/15, 59, 29, 41, 44, 5, 3
2016/5/16, 79, 34, 37, 47, 6, 4
2016/5/17, 79, 30, 37, 62, 7, 5
2016/5/18, 76, 27, 36, 61, 8, 4
2016/5/19, 70, 27, 28, 50, 8, 3
2016/5/20, 71, 26, 29, 55, 7, 5
2016/5/21, 65, 22, 29, 44, 8, 5
2016/5/22, 60, 20, 32, 34, 9, 3
2016/5/23, 59, 17, 29, 32, 6, 3
2016/5/24, 49, 17, 28, 37, 3, 2
2016/5/25, 47, 26, 34, 39, 4, 4
2016/5/26, 66, 30, 31, 59, 5, 6
2016/5/27, 72, 34, 35, 52, 4, 4
2016/5/28, 78, 32, 40, 44, 4, 3
2016/5/29, 87, 22, 37, 25, 4, 3
2016/5/30, 70, 19, 33, 21, 4, 2
2016/5/31, 62, 14, 28, 25, 5, 2
2016/6/1, 52, 18, 28, 28, 4, 2
2016/6/2, 53, 17, 33, 36, 4, 3
2016/6/3, 50, 25, 31, 42, 5, 2
2016/6/4, 75, 36, 28, 38, 5, 2
2016/6/5, 95, 33, 34, 33, 5, 2
2016/6/6, 77, 32, 25, 52, 5, 3
2016/6/7, 69, 48, 23, 78, 5, 5
2016/6/8, 93, 38, 36, 63, 5, 4
2016/6/9, 90, 34, 20, 54, 5, 1
2016/6/10, 81, 37, 40, 76, 7, 3
2016/6/11, 76, 33, 40, 57, 7, 4
2016/6/12, 82, 27, 29, 43, 8, 5
2016/6/13, 65, 32, 18, 43, 9, 4
2016/6/14, 66, 26, 19, 50, 10, 9
2016/6/15, 63, 27, 24, 54, 10, 5
2016/6/16, 64, 24, 28, 56, 10, 3
2016/6/17, 61, 25, 27, 41, 9, 4
2016/6/18, 71, 29, 22, 37, 7, 4
2016/6/19, 70, 23, 30, 40, 7, 6
2016/6/20, 60, 17, 19, 40, 8, 8
2016/6/21, 49, 23, 22, 56, 8, 9
2016/6/22, 60, 26, 18, 61, 6, 7
2016/6/23, 69, 29, 10, 58, 6, 9
2016/6/24, 75, 26, 26, 57, 7, 6
2016/6/25, 62, 18, 24, 38, 4, 3
2016/6/26, 52, 16, 25, 32, 4, 3
2016/6/27, 52, 15, 26, 27, 4, 3
2016/6/28, 44, 27, 27, 53, 5, 9
2016/6/29, 63, 23, 20, 49, 8, 7
2016/6/30, 59, 24, 25, 59, 5, 4
2016/7/1, 65, 26, 23, 54, 5, 5
2016/1/5, 54, 30, 20, 52, 12, 6
2016/1/6, 61, 38, 2, 53, 12, 7
2016/1/7, 91, 20, 26, 42, 11, 6
2016/1/8, 51, 33, 16, 58, 8, 8
2016/1/9, 71, 23, 27, 40, 3, 4
2016/1/10, 56, 18, 28, 39, 4, 5
2016/1/11, 46, 22, 24, 51, 6, 7
2016/1/12, 59, 22, 19, 43, 5, 7
2016/1/13, 55, 31, 20, 52, 5, 7
2016/1/14, 61, 18, 22, 42, 4, 4
2016/1/15, 47, 20, 19, 44, 2, 5
2016/1/16, 52, 38, 9, 50, 3, 7
2016/1/17, 82, 23, 15, 55, 2, 7
2016/1/18, 58, 34, 15, 52, 4, 7
2016/1/19, 71, 61, 1, 77, 9, 13
2016/1/20, 138, 72, 1, 89, 12, 17
2016/1/21, 159, 55, 13, 61, 6, 12
2016/1/22, 109, 42, 14, 50, 6, 10
2016/1/23, 82, 38, 16, 49, 5, 6
2016/1/24, 77, 20, 15, 35, 4, 4
2016/1/25, 60, 30, 22, 44, 5, 4
2016/1/26, 63, 31, 24, 42, 4, 3
2016/1/27, 61, 17, 28, 40, 5, 3
2016/1/28, 46, 35, 22, 52, 6, 3
2016/1/29, 58, 23, 28, 40, 5, 5
2016/1/30, 50, 27, 30, 39, 5, 7
2016/1/31, 51, 20, 21, 39, 5, 8
2016/2/1, 51, 28, 29, 38, 5, 7
2016/2/2, 59, 34, 28, 44, 6, 8
2016/2/3, 64, 25, 19, 40, 5, 9
2016/2/4, 59, 25, 20, 42, 5, 9
2016/2/5, 63, 29, 26, 48, 6, 8
2016/2/6, 63, 23, 29, 30, 6, 4
2016/2/7, 58, 18, 29, 34, 7, 6
2016/2/8, 40, 31, 32, 40, 7, 7
2016/2/9, 56, 29, 28, 51, 8, 9
2016/2/10, 58, 22, 21, 40, 7, 10
2016/2/11, 59, 48, 12, 68, 10, 12
2016/2/12, 94, 30, 16, 51, 8, 5
2016/2/13, 68, 31, 14, 41, 9, 5
2016/2/14, 83, 25, 27, 34, 7, 5
2016/2/15, 60, 30, 25, 56, 4, 6
2016/2/16, 70, 42, 22, 70, 6, 10
2016/2/17, 77, 37, 23, 70, 5, 9
2016/2/18, 74, 29, 22, 50, 6, 6
2016/2/19, 72, 35, 27, 71, 7, 8
2016/2/20, 74, 22, 29, 51, 6, 5
2016/2/21, 48, 17, 30, 40, 6, 3
2016/2/22, 42, 18, 28, 40, 7, 3
2016/2/23, 54, 28, 20, 45, 6, 4
2016/2/24, 63, 48, 10, 65, 8, 8
2016/2/25, 103, 46, 17, 67, 7, 8
2016/2/26, 104, 46, 17, 62, 7, 9
2016/2/27, 101, 34, 24, 37, 7, 7
2016/2/28, 89, 17, 30, 34, 5, 7
2016/2/29, 51, 29, 27, 49, 5, 9
2016/3/1, 62, 27, 28, 52, 6, 9
2016/3/2, 57, 23, 30, 49, 8, 8
2016/3/3, 48, 23, 29, 45, 8, 4
2016/3/4, 55, 30, 28, 58, 9, 3
2016/3/5, 58, 28, 26, 39, 3, 4
2016/3/6, 78, 29, 23, 34, 2, 3
2016/3/7, 66, 32, 25, 42, 2, 3
2016/3/8, 65, 38, 23, 61, 6, 4
2016/3/9, 77, 21, 24, 46, 3, 3
2016/3/10, 68, 43, 14, 44, 2, 5
2016/3/11, 109, 60, 14, 55, 3, 6
2016/3/12, 154, 66, 20, 49, 3, 6
2016/3/13, 162, 45, 27, 36, 1, 4
2016/3/14, 117, 32, 28, 38, 1, 3
2016/3/15, 87, 32, 42, 41, 2, 4
2016/3/16, 83, 29, 31, 37, 1, 4
2016/3/17, 76, 41, 35, 48, 2, 5
2016/3/18, 104, 25, 34, 45, 3, 4
2016/3/19, 72, 17, 38, 37, 3, 4
2016/3/20, 52, 18, 33, 35, 3, 4
2016/3/21, 52, 31, 27, 44, 4, 4
2016/3/22, 89, 34, 24, 51, 5, 5
2016/3/23, 90, 44, 19, 52, 5, 5
2016/3/24, 109, 44, 24, 71, 7, 8
2016/3/25, 101, 22, 33, 48, 6, 4
2016/3/26, 63, 24, 33, 42, 7, 2
2016/3/27, 59, 22, 33, 39, 7, 2
2016/3/28, 39, 18, 32, 39, 10, 3
2016/3/29, 44, 25, 31, 65, 8, 4
2016/3/30, 51, 28, 27, 56, 7, 5
2016/3/31, 56, 25, 27, 60, 5, 4
