date, pm25, pm10, o3, no2, so2, co
2/15/16,130,46,73,18,14,8
2/16/16,108,65,75,31,17,11
2/17/16,136,88,67,50,22,19
2/18/16,173,87,56,51,16,16
2/19/16,167,115,57,38,25,17
2/20/16,171,150,77,29,18,11
2/21/16,155,141,63,30,20,15
2/22/16,164,82,70,23,16,18
2/23/16,161,140,65,22,11,17
2/24/16,225,162,72,35,17,27
2/25/16,262,129,59,43,20,18
2/26/16,213,96,59,28,13,15
2/27/16,165,85,69,31,11,14
2/28/16,148,120,78,33,22,17
2/29/16,177,96,84,37,24,21
3/1/16,256,102,83,34,25,12
3/2/16,173,125,54,56,33,26
3/3/16,179,180,43,71,36,21
3/4/16,220,108,61,36,14,16
3/5/16,184,238,69,30,20,12
3/6/16,192,166,88,37,22,15
3/7/16,220,146,54,39,25,18
3/8/16,229,34,57,13,11,12
3/9/16,135,34,45,12,9,9
3/10/16,83,48,73,18,10,9
3/11/16,116,71,71,36,14,11
3/12/16,157,89,68,38,32,12
3/13/16,160,91,67,34,15,12
3/14/16,168,100,91,36,19,16
3/15/16,190,117,58,49,20,12
3/16/16,190,135,56,59,17,16
3/17/16,190,157,9,67,18,17
3/18/16,208,122,59,42,11,12
3/19/16,213,140,76,50,17,18
3/20/16,199,93,42,34,12,18
3/21/16,179,95,62,33,13,13
3/22/16,165,120,81,53,19,15
3/23/16,172,85,54,18,7,7
3/24/16,169,64,55,18,7,8
3/25/16,119,75,45,31,14,8
3/26/16,115,83,53,39,12,9
3/27/16,156,80,60,41,8,9
3/28/16,156,90,63,42,10,9
3/29/16,146,98,24,51,14,8
3/30/16,158,73,18,32,6,11
3/31/16,172,64,56,30,6,9
4/1/16,159,83,57,35,15,11
4/2/16,162,93,22,38,11,15
4/3/16,169,52,29,17,2,10
4/4/16,139,66,38,25,6,13
4/5/16,140,68,16,27,11,18
4/6/16,155,19,13,20,1,10
4/7/16,77,52,42,29,6,15
4/8/16,116,102,48,59,7,20
4/9/16,171,112,32,62,9,19
4/10/16,168,115,75,62,10,20
4/11/16,174,104,92,50,11,16
4/12/16,156,86,63,42,10,12
4/13/16,167,120,99,60,7,13
4/14/16,193,113,77,46,11,11
4/15/16,165,61,68,26,9,8
4/16/16,111,43,40,20,3,8
4/17/16,99,60,30,29,7,12
4/18/16,112,67,52,32,4,7
4/19/16,123,75,52,30,8,10
4/20/16,133,45,34,21,7,10
4/21/16,126,62,71,29,3,15
4/22/16,139,89,39,40,5,11
4/23/16,149,48,41,25,2,9
4/24/16,96,52,43,24,5,11
4/25/16,99,65,52,32,7,11
4/26/16,130,63,36,30,4,11
4/27/16,141,79,73,22,3,12
4/28/16,160,71,85,37,11,15
4/29/16,121,88,88,45,8,9
4/30/16,144,89,86,43,7,8
5/1/16,140,87,59,33,5,9
5/2/16,130,71,28,22,2,8
5/3/16,129,89,66,34,5,8
5/4/16,116,113,56,46,12,11
5/5/16,141,53,39,19,2,9
5/6/16,112,84,52,30,5,14
5/7/16,156,101,48,21,4,10
5/8/16,156,79,31,15,1,8
5/9/16,131,59,26,29,2,10
5/10/16,129,65,49,25,3,9
5/11/16,147,86,80,30,12,12
5/12/16,158,108,96,24,16,12
5/13/16,164,90,61,18,10,9
5/14/16,112,99,49,36,9,17
5/15/16,178,50,37,16,3,7
5/16/16,104,90,84,36,7,8
5/17/16,143,94,81,40,13,9
5/18/16,147,103,78,43,13,10
5/19/16,163,118,65,43,14,13
5/20/16,189,56,51,22,4,14
5/21/16,163,25,37,15,3,7
5/22/16,89,39,40,18,3,6
5/23/16,95,72,39,36,3,9
5/24/16,153,80,79,41,3,8
5/25/16,167,86,58,40,3,10
5/26/16,162,49,43,25,1,8
5/27/16,140,49,37,25,2,9
5/28/16,138,33,60,17,2,8
5/29/16,80,57,84,34,2,13
5/30/16,111,83,84,43,12,14
5/31/16,144,84,42,38,8,12
6/1/16,144,42,32,19,6,10
6/2/16,91,32,63,21,10,20
6/3/16,80,53,54,21,6,11
6/4/16,105,76,91,40,4,9
6/5/16,149,91,92,43,12,12
6/6/16,148,66,101,40,14,14
6/7/16,106,71,46,29,2,14
6/8/16,124,76,76,32,3,9
6/9/16,144,80,86,34,6,11
6/10/16,140,100,99,52,6,11
6/11/16,157,84,49,37,3,13
6/12/16,156,60,68,42,2,12
6/13/16,114,84,85,36,2,8
6/14/16,142,83,81,39,4,7
6/15/16,126,89,43,38,4,9
6/16/16,119,78,98,31,5,7
6/17/16,100,75,96,32,5,6
6/18/16,97,75,43,23,5,6
6/19/16,116,40,43,18,3,6
6/20/16,81,46,28,24,2,10
6/21/16,75,60,42,29,3,8
6/22/16,98,58,47,27,5,5
6/23/16,86,69,52,27,6,6
6/24/16,78,33,35,17,6,7
6/25/16,55,26,43,22,3,9
6/26/16,64,53,35,31,4,9
6/27/16,121,39,23,29,3,8
6/28/16,86,45,29,31,3,7
6/29/16,102,57,48,32,4,10
6/30/16,103,61,33,25,3,9
7/1/16,88,30,26,18,3,6
7/2/16,61,22,20,20,3,7
7/3/16,50,34,38,22,2,6
7/4/16,59,24,36,17,2,8
7/5/16,51,32,28,21,2,7
7/6/16,62,34,20,18,2,11
7/7/16,58,50,94,25,2,8
7/8/16,93,68,100,30,3,10
7/9/16,122,62,85,21,7,9
7/10/16,94,59,61,22,4,9
7/11/16,98,62,56,25,3,10
7/12/16,109,82,123,38,3,9
7/13/16,130,73,59,33,3,11
7/14/16,114,62,71,23,3,10
7/15/16,124,28,30,17,2,7
7/16/16,64,58,114,30,4,12
7/17/16,99,72,49,25,5,10
7/18/16,116,56,55,16,4,7
7/19/16,89,52,22,17,2,8
7/20/16,88,46,29,15,1,6
7/21/16,73,46,40,17,2,6
7/22/16,73,53,51,20,2,5
7/23/16,71,58,59,25,2,5
7/24/16,81,67,53,26,2,5
7/25/16,76,81,73,31,2,7
7/26/16,96,89,79,57,2,7
7/27/16,134,85,96,35,3,10
7/28/16,121,80,97,28,4,6
7/29/16,130,71,83,25,4,5
7/30/16,98,74,75,29,8,5
7/31/16,89,127,118,36,8,15
8/1/16,131,87,120,30,7,13
8/2/16,121,65,70,26,8,15
8/3/16,95,58,45,23,4,19
8/4/16,92,51,33,23,2,10
8/5/16,76,64,61,23,3,9
8/6/16,107,61,38,30,2,8
8/7/16,99,61,52,28,4,13
8/8/16,109,54,38,20,3,12
8/9/16,93,60,58,19,3,9
8/10/16,112,61,56,23,4,9
8/11/16,101,69,85,23,4,12
8/12/16,106,76,93,22,4,10
8/13/16,105,70,74,24,4,8
8/14/16,101,65,83,23,4,10
8/15/16,97,71,91,24,6,14
8/16/16,104,84,88,26,12,17
8/17/16,151,91,120,21,6,17
8/18/16,157,87,113,27,9,12
8/19/16,147,85,80,38,7,9
8/20/16,132,93,74,25,4,13
8/21/16,150,63,64,9,2,10
8/22/16,135,76,84,18,3,11
8/23/16,151,82,101,30,4,14
8/24/16,153,105,114,39,5,15
8/25/16,160,91,97,35,6,15
8/26/16,154,26,31,11,2,7
8/27/16,58,54,77,17,6,6
8/28/16,86,61,84,30,9,8
8/29/16,93,81,121,43,22,20
8/30/16,113,90,102,29,12,10
8/31/16,142,88,81,27,7,8
9/1/16,136,92,74,26,8,9
9/2/16,154,102,153,43,8,13
9/3/16,146,116,111,54,12,15
9/4/16,161,104,90,49,17,15
9/5/16,151,101,110,50,14,14
9/6/16,143,77,51,31,8,8
9/7/16,109,90,93,46,15,7
9/8/16,151,114,112,46,8,11
9/9/16,157,106,74,39,9,11
9/10/16,164,78,84,27,6,10
9/11/16,139,100,119,32,7,9
9/12/16,149,88,105,28,13,11
9/13/16,151,82,95,32,15,12
9/14/16,141,88,123,38,15,22
9/15/16,141,57,75,16,5,9
9/16/16,95,36,32,10,3,7
9/17/16,59,40,58,14,4,7
9/18/16,60,64,89,23,9,13
9/19/16,101,77,75,23,9,14
9/20/16,128,75,92,15,7,9
9/21/16,114,82,107,31,10,14
9/22/16,128,150,122,50,13,19
9/23/16,166,113,119,54,13,16
9/24/16,164,131,116,52,12,15
9/25/16,167,120,89,45,15,21
9/26/16,174,114,125,31,10,20
9/27/16,178,61,60,14,5,12
9/28/16,124,65,31,9,4,8
9/29/16,84,39,55,13,4,13
9/30/16,92,36,26,21,6,7
10/1/16,93,48,15,29,5,10
10/2/16,134,53,17,25,5,9
10/3/16,132,91,39,38,7,18
10/4/16,169,82,59,41,10,18
10/5/16,161,79,54,36,8,13
10/6/16,144,93,59,38,8,16
10/7/16,160,84,46,25,7,15
10/8/16,156,69,55,16,5,8
10/9/16,142,66,64,22,12,16
10/10/16,123,60,43,22,11,12
10/11/16,93,68,22,23,8,10
10/12/16,126,43,21,26,5,12
10/13/16,114,50,20,24,5,8
10/14/16,128,58,19,30,4,11
10/15/16,134,78,25,32,6,12
10/16/16,149,52,26,24,5,9
10/17/16,116,73,37,40,8,14
10/18/16,144,76,50,37,8,13
10/19/16,133,98,20,37,6,18
10/20/16,178,69,7,28,4,19
10/21/16,157,31,26,19,3,13
10/22/16,76,19,14,17,3,12
10/23/16,60,24,12,16,3,12
10/24/16,70,30,6,15,3,11
10/25/16,73,26,16,21,3,12
10/26/16,73,19,6,18,3,12
10/27/16,65,37,5,19,3,15
10/28/16,95,24,25,15,3,10
10/29/16,76,20,23,17,3,9
10/30/16,74,44,20,24,4,11
10/31/16,111,32,15,21,5,10
11/1/16,95,40,16,18,4,9
11/2/16,107,52,27,23,4,9
11/3/16,119,82,30,31,5,13
11/4/16,160,94,38,39,6,21
11/5/16,164,99,35,43,14,20
11/6/16,169,105,38,40,12,20
11/7/16,176,71,37,18,4,14
11/8/16,158,50,29,15,4,9
11/9/16,142,52,27,23,5,9
11/10/16,139,57,30,28,5,9
11/11/16,148,79,27,34,11,11
11/12/16,155,92,30,39,10,14
11/13/16,155,116,21,42,13,22
11/14/16,173,142,27,53,13,24
11/15/16,184,125,29,40,8,17
11/16/16,214,87,25,32,8,17
11/17/16,180,47,8,23,5,13
11/18/16,129,55,2,24,5,16
11/19/16,124,70,13,28,5,16
11/20/16,155,78,24,28,6,18
11/21/16,165,57,5,27,4,19
11/22/16,135,15,19,14,3,8
11/23/16,56,21,22,14,3,8
11/24/16,85,68,22,31,10,16
11/25/16,144,67,15,33,8,10
11/26/16,132,69,24,28,7,8
11/27/16,152,193,17,64,11,27
11/28/16,205,130,37,51,9,23
11/29/16,177,110,22,38,10,15
11/30/16,180,98,28,32,6,11
12/1/16,179,134,13,53,9,21
12/2/16,203,136,38,54,9,21
12/3/16,202,137,27,56,13,17
12/4/16,197,101,29,33,8,14
12/5/16,192,127,39,38,13,17
12/6/16,192,100,32,34,10,17
12/7/16,176,133,27,65,9,20
12/8/16,202,140,38,68,10,19
12/9/16,210,118,46,50,19,22
12/10/16,206,70,30,25,7,12
12/11/16,163,82,19,33,8,16
12/12/16,168,83,7,31,6,13
12/13/16,178,81,11,22,4,13
12/14/16,191,54,21,18,4,12
12/15/16,151,81,28,35,10,17
12/16/16,173,100,40,42,12,14
12/17/16,189,90,21,44,18,14
12/18/16,177,95,29,48,18,15
12/19/16,175,93,10,45,10,16
12/20/16,176,87,8,28,5,16
12/21/16,206,45,21,27,3,19
12/22/16,146,80,35,40,6,18
12/23/16,167,111,20,44,7,23
12/24/16,178,78,13,36,9,19
12/25/16,165,42,4,23,3,13
12/26/16,140,42,9,23,5,12
12/27/16,209,65,32,26,10,14
12/28/16,164,89,25,35,16,19
12/29/16,177,86,27,36,14,15
12/30/16,289,107,23,38,12,20
12/31/16,195,123,26,53,17,27
1/1/17,194, , , , , 
1/2/17, ,119,30,47,9,14
1/3/17,197,141,27,57,14,22
1/4/17,230,162,9,52,10,26
1/5/17,273,33,13,24,3,17
1/6/17,107,18,21,21,2,8
1/7/17,76,34,14,21,3,10
1/8/17,108,68,26,28,6,13
1/9/17,155,94,29,39,14,21
1/10/17,186,72,32,30,7,14
1/11/17,173,82,18,29,8,16
1/12/17,186,77,27,33,6,15
1/13/17,180,95,16,45,6,19
1/14/17,181,83,30,37,17,23
1/15/17,163,65,22,30,10,13
1/16/17,138,79,32,37,11,18
1/17/17,198,81,24,35,8,11
1/18/17,161,80,15,32,7,12
1/19/17,174,94,40,24,7,10
1/20/17,187,107,37,28,9,10
1/21/17,154,98,32,41,12,17
1/22/17,160,135,35,52,11,20
1/23/17,205,106,36,46,15,16
1/24/17,183,80,38,39,15,14
1/25/17,165,75,36,32,7,14
1/26/17,170,69,41,34,7,13
1/27/17,167,161,32,29,10,16
1/28/17,207,131,31,27,14,20
1/29/17,222,100,25,12,7,16
1/30/17,193,89,33,11,7,17
1/31/17,188,67,25,19,9,19
2/1/17,163,48,22,12,3,13
2/2/17,157,54,21,20,3,15
2/3/17,160,52,14,21,3,16
2/4/17,160,47,13,19,5,16
2/5/17,148,63,19,24,5,17
2/6/17,161,84,28,30,7,19
2/7/17,174,50,28,22,6,13
2/8/17,149,39,33,14,3,9
2/9/17,132,71,37,23,7,13
2/10/17,173,73,42,36,11,15
2/11/17,161,79,37,40,15,16
2/12/17,157,102,47,50,10,17
2/13/17,176,95,44,55,19,19
2/14/17,171,87,44,47,12,16
2/15/17,155,123,42,67,17,20
2/16/17,176,115,63,51,14,15
2/17/17,174,158,24,22,8,16
2/18/17,262,99,21,36,11,18
2/19/17,185,130,32,41,9,18
2/20/17,208,119,25,28,9,18
2/21/17,197,48,19,23,8,18
2/22/17,100,50,25,21,5,12
2/23/17,156,66,33,34,11,13
2/24/17,162,76,41,41,9,11
2/25/17,158,81,48,47,11,12
2/26/17,162,98,53,55,10,13
2/27/17,164,113,52,58,20,16
2/28/17,168,100,50,54,17,16
3/1/17,168,109,44,35,8,12
3/2/17,140,91,38,34,13,12
3/3/17,112,86,39,43,21,12
3/4/17,146,98,19,49,13,17
3/5/17,167,64,32,34,6,12
3/6/17,158,157,56,42,9,21
3/7/17,297,125,61,49,10,19
3/8/17,237,96,56,47,13,13
3/9/17,173,117,61,58,19,15
3/10/17,176,77,39,39,11,12
3/11/17,156,105,26,48,11,16
3/12/17,173,67,48,33,6,16
3/13/17,161,28,42,15,4,10
3/14/17,110,63,42,26,9,14
3/15/17,121,65,30,37,10,12
3/16/17,259,72,36,39,8,15
3/17/17,164,75,25,48,7,13
3/18/17,171,74,31,40,5,14
3/19/17,178,69,19,34,5,14
3/20/17,175,45,38,22,3,9
3/21/17,131,59,31,32,5,13
3/22/17,153,45,30,35,3,12
3/23/17,126,52,25,29,5,16
3/24/17,142,37,21,22,2,8
3/25/17,121,74,36,33,5,9
3/26/17,144,106,49,43,7,10
3/27/17,124,118,60,52,9,11
3/28/17,139,99,45,42,10,11
3/29/17,142,101,41,34,12,17
3/30/17,170,73,37,25,7,20
3/31/17,166,51,53,20,5,10
4/1/17,138,79,62,42,7,21
4/2/17,164,84,79,48,10,12
4/3/17,156,94,43,46,21,14
4/4/17,160,92,28,46,17,14
4/5/17,161,83,21,38,6,17
4/6/17,171,50,25,25,4,14
4/7/17,131,75,40,32,4,18
4/8/17,156,67,51,32,6,20
4/9/17,147,13,44,13,3,13
4/10/17,64,17,35,15,2,10
4/11/17,58,54,50,23,5,13
4/12/17,144,80,55,41,6,16
4/13/17,157,94,62,48,5,16
4/14/17,158,89,60,43,7,13
4/15/17,145,99,68,47,10,15
4/16/17,155,92,28,37,6,18
4/17/17,161,58,39,20,4,10
4/18/17,90,95,45,36,6,13
4/19/17,113,125,28,41,7,18
4/20/17,156,73,33,23,4,11
4/21/17,117,89,28,28,6,10
4/22/17,122,98,59,36,7,10
4/23/17,126,116,67,45,6,10
4/24/17,135,97,72,45,11,11
4/25/17,144,86,41,37,7,11
4/26/17,144,67,52,16,4,10
4/27/17,152,66,82,24,6,8
4/28/17,128,92,86,48,7,9
4/29/17,142,87,73,53,7,9
4/30/17,127,98,87,50,10,10
5/1/17,145,92,38,48,8,15
5/2/17,159,75,70,37,7,14
5/3/17,144,53,39,18,5,11
5/4/17,142,34,45,16,4,9
5/5/17,77,83,65,31,5,10
5/6/17,118,582,46,28,10,13
5/7/17,234,254,21,39,6,18
5/8/17,187,58,43,21,4,10
5/9/17,119,73,48,32,4,10
5/10/17,113,100,75,46,6,13
5/11/17,141,105,36,49,8,34
5/12/17,151,55,69,23,3,8
5/13/17,93,86,80,40,4,13
5/14/17,110,150,98,42,9,16
5/15/17,162,76,51,25,4,13
5/16/17,138,77,64,21,3,9
5/17/17,141,90,101,40,5,10
5/18/17,148,112,102,46,8,13
5/19/17,160,102,48,35,8,13
5/20/17,167,105,104,37,7,14
5/21/17,171,98,86,38,5,13
5/22/17,157,57,57,24,2,11
5/23/17,128,30,31,15,2,10
5/24/17,74,50,68,14,3,9
5/25/17,99,74,89,42,8,14
5/26/17,122,89,106,46,6,13
5/27/17,178,104,113,46,7,12
5/28/17,139,137,103,47,6,14
5/29/17,137,107,98,44,9,13
5/30/17,141,109,82,65,6,13
5/31/17,155,95,64,44,4,12
6/1/17,157,68,52,29,3,11
6/2/17,116,86,103,38,3,18
6/3/17,161,97,101,32,3,13
6/4/17,158,84,69,17,4,12
6/5/17,145,45,46,18,2,11
6/6/17,113,26,60,12,2,8
6/7/17,75,56,108,38,3,11
6/8/17,104,74,87,33,6,13
6/9/17,135,56,20,27,4,16
6/10/17,112,45,35,18,2,15
6/11/17,108,46,32,24,2,14
6/12/17,91,45,21,32,2,14
6/13/17,100,38,28,23,1,15
6/14/17,96,60,41,29,3,14
6/15/17,112,65,37,32,2,11
6/16/17,146,72,92,31,6,14
6/17/17,136,70,97,40,3,10
6/18/17,140,66,66,27,5,10
6/19/17,127,66,52,31,5,10
6/20/17,115,78,93,40,4,12
6/21/17,152,84,29,41,3,10
6/22/17,158, , , , , 
6/24/17, ,73,37,39,5,24
6/25/17,126,74,57,37,2,11
6/26/17,135,63,43,34,2,10
6/27/17,130,48,76,18,2,9
6/28/17,95,54,69,22,2,10
6/29/17,97,60,72,21,4,10
6/30/17,104,28,30,18,2,8
7/1/17,72,20,21,15,2,8
7/2/17,52,32,35,16,2,8
7/3/17,72,61,80,19,3,12
7/4/17,124,51,42,18,3,10
7/5/17,91,48,34,18,2,9
7/6/17,79,49,39,20,4,12
7/7/17,74,47,36,23,2,7
7/8/17,66,48,30,18,2,8
7/9/17,76,38,17,17,2,7
7/10/17,70,31,45,21,2,7
7/11/17,63,36,36,15,2,7
7/12/17,60,35,25,11,2,6
7/13/17,47,49,40,18,3,7
7/14/17,79,47,40,21,2,8
7/15/17,76,73,16,29,3,8
7/16/17,90, , , , , 
7/18/17, ,53,42,23,3,7
7/19/17,96,49,24,16,3,6
7/20/17,67,43,37,9,2,5
7/21/17,64,49,40,16,3,5
7/22/17,63,77,38,29,3,6
7/23/17,95, , , , , 
7/25/17, ,85,110,42,5,12
7/26/17,142,87,89,37,3,9
7/27/17,131,93,99,31,4,9
7/28/17,151,96,78,31,4,14
7/29/17,156, , , , , 
7/31/17, ,42,24,9,2,8
8/1/17,71,24,27,14,2,10
8/2/17,65,22,26,18,2,10
8/3/17,64,94,82,37,3,10
8/4/17,107,70,45,35,3,12
8/5/17,125,83,76,36,3,13
8/6/17,135,69,25,29,2,9
8/7/17,109, , , , , 
8/10/17, ,51,75,20,3,7
8/11/17,84,71,47,24,6,11
8/12/17,116,31,22,15,3,7
8/13/17,67,30,33,20,3,10
8/14/17,96,54,44,22,3,10
8/15/17,103,66,84,29,4,14
8/16/17,145,71,77,34,3,12
8/17/17,144,45,37,16,4,9
8/18/17,75,61,5,22,10,17
8/19/17,97, , , , , 
8/21/17, ,69,39,16,7,16
8/22/17,128,61,63,22,6,13
8/23/17,106,67,69,23,13,12
8/24/17,117,61,75,22,11,12
8/25/17,97,51,46,26,6,19
8/26/17,88, , , , , 
8/28/17, ,54,55,14,6,10
8/29/17,78,53,37,10,3,12
8/30/17,108, , , , , 
8/31/17, ,48,25,17,5,8
9/1/17,73,41,21,19,5,10
9/2/17,72, , , , , 
9/15/17, ,63,78,26,7,7
9/16/17,94,75,48,32,11,17
9/17/17,108, , , , , 
9/18/17, ,102,100,50,15,14
9/19/17,158,57,37,27,5,12
9/20/17,143,46,29,21,5,14
9/21/17,97,78, ,36, , 
9/25/17, ,72,30,29,3,13
9/26/17,141,55,22,22,5,16
9/27/17,104,31,29,14,3,14
9/28/17,69,32,39,15,2,11
9/29/17,72,45,31,28,6,13
9/30/17,97,55,21,28,6,15
10/1/17,108,69,50,25,5,13
10/2/17,130,23,22,12,3,11
10/3/17,151,16,26,14,3,10
10/4/17,53,13,20,10,3,8
10/5/17,52,17,12,15,2,11
10/6/17,49, , , , , 
11/2/17, ,118,60,63,12,17
11/3/17,173,116,3,71,8,19
11/4/17,189, , , , , 
1/16/18, ,87,17,36,6,13
1/17/18,201,85,27,30,9,12
1/18/18,193,90,20,31,4,13
1/19/18,210,88,11,29,4,15
1/20/18,226,117,4,37,8,26
1/21/18,255,91,6,40,6,24
1/22/18,217,75,24,34,8,17
1/23/18,178,78,14,21,4,16
1/24/18,192,35,13,15,3,11
1/25/18,148,25,21,14,2,6
1/26/18,117,32,24,14,5,7
1/27/18,122,39,32,11,2,7
1/28/18,145,46,35,10,3,6
1/29/18,153,64,39,25,5,9
1/30/18,169,70,43,45,12,15
1/31/18,166,67,39,32,7,9
2/1/18,161,110,26,50,17,19
2/2/18,175,90,30,34,8,9
2/3/18,152,69,30,20,6,7
2/4/18,96,67,29,29,11,9
2/5/18,122,86,33,38,8,10
2/6/18,149,101,38,49,11,14
2/7/18,166,111,23,54,15,15
2/8/18,179,97,44,47,11,13
2/9/18,175,108,26,60,20,20
2/10/18,179,107,38,32,9,13
2/11/18,205,124,45,48,11,13
2/12/18,194,83,38,33,13,15
2/13/18,110,92,46,37,12,11
2/14/18,157,107,26,49,15,20
2/15/18,174,83,25,18,5,10
2/16/18,176,86,31,16,5,11
2/17/18,180,70,40,15,8,16
2/18/18,172,67,30,13,3,11
2/19/18,173,33,21,13,3,8
2/20/18,122,16,18,14,2,9
2/21/18,82,53,27,13,2,10
2/22/18,150,70,39,21,3,13
2/23/18,171,61,48,24,6,13
2/24/18,152,79,28,25,11,14
2/25/18,131,89,30,24,4,11
2/26/18,170,73,47,32,8,13
2/27/18,169,41,17,31,8,13
2/28/18,120,42,42,20,2,10
3/1/18,122,62,25,28,6,15
3/2/18,157,56,25,25,6,16
3/3/18,159,67,25,30,5,17
3/4/18,167,47,12,22,7,16
3/5/18,127,34,30,14,3,10
3/6/18,96,43,26,23,5,10
3/7/18,117,24,24,17,2,6
3/8/18,99,42,31,25,3,7
3/9/18,129,77,46,31,6,9
3/10/18,164,75,46,34,11,12
3/11/18,146,83,36,45,14,12
3/12/18,139,107,52,54,9,14
3/13/18,149,101,45,56,12,15
3/14/18,165,61,37,27,7,12
3/15/18,152,65,41,25,7,12
3/16/18,145,55,26,15,3,8
3/17/18,139,53,21,22,8,13
3/18/18,167,25,19,16,1,8
3/19/18,95,35,18,16,1,9
3/20/18,146,40,40,17,1,8
3/21/18,127,67,33,34,4,8
3/22/18,130,97,33,47,4,12
3/23/18,160,91,51,45,10,14
3/24/18,154,92,36,37,13,11
3/25/18,151,76,42,34,9,13
3/26/18,143,85,59,37,4,14
3/27/18,150,84,59,45,4,9
3/28/18,140,95,69,48,9,14
3/29/18,153,101,39,57,15,17
3/30/18,157,104,83,36,8,18
3/31/18,175,106,71,46,6,13
4/1/18,227,136,68,67,8,19
4/2/18,189,97,65,44,6,14
4/3/18,165,86,71,35,8,13
4/4/18,156,136,23,17,9,8
4/5/18,145,34,23,13,1,8
4/6/18,101,92,40,15,3,7
4/7/18,108,94,43,23,7,11
4/8/18,94,101,55,31,4,7
4/9/18,133,102,65,38,9,10
4/10/18,139,113,86,42,7,10
4/11/18,158,129,65,54,8,19
4/12/18,166,77,28,30,9,14
4/13/18,163,36,25,16,1,7
4/14/18,108,48,33,16,2,6
4/15/18,100,328,42,31,3,7
4/16/18,162,279,54,40,6,9
4/17/18,167,149,68,37,7,9
4/18/18,158,120,77,36,11,11
4/19/18,159,97,79,34,13,11
4/20/18,150,94,71,28,14,11
4/21/18,211,59,40,21,4,10
4/22/18,134,58,18,21,9,13
4/23/18,130,24,42,10,2,9
4/24/18,79,53,41,14,3,9
4/25/18,142,64,55,25,5,14
4/26/18,146,67,53,28,5,11
4/27/18,152,73,83,45,5,13
4/28/18,161,75,78,45,6,15
4/29/18,156,71,42,40,4,14
4/30/18,149,62,57,27,4,14
5/1/18,129,53,54,31,4,12
5/2/18,113,81,70,18,2,11
5/3/18,152,82,74,36,12,17
5/4/18,123,80,57,40,10,10
5/5/18,134,55,36,22,3,9
5/6/18,126,32,33,17,2,8
5/7/18,69,26,51,12,2,7
5/8/18,67,46,45,22,4,9
5/9/18,88,75,98,35,9,12
5/10/18,130,65,67,26,13,11
5/11/18,135,68,35,31,7,14
5/12/18,166,55,60,20,4,11
5/13/18,141,64,81,33,4,9
5/14/18,143,72,48,31,6,10
5/15/18,130,60,43,17,3,7
5/16/18,100,62,55,17,3,7
5/17/18,88,65,71,27,3,11
5/18/18,103,63,37,32,5,14
5/19/18,115,48,68,23,6,13
5/20/18,101,64,34,22,5,19
5/21/18,102,43,20,18,5,14
5/22/18,83,56,31,13,2,9
5/23/18,95,113,64,17,4,10
5/24/18,155,79,56,27,4,12
5/25/18,142,66,55,23,5,12
5/26/18,130,26,43,13,2,12
5/27/18,66,183,61,15,3,8
5/28/18,165,113,41,39,5,7
5/29/18,146,145,58,49,11,12
5/30/18,158,83,36,35,6,13
5/31/18,146,50,46,28,3,10
6/1/18,103,73,85,35,5,15
6/2/18,144,52,85,40,4,9
6/3/18,108,62,114,37,3,9
6/4/18,133,78,69,41,4,9
6/5/18,145,73,55,36,4,10
6/6/18,158,72,109,42,4,11
6/7/18,152,61,105,35,9,13
6/8/18,117,48,36,22,5,10
6/9/18,94,48,62,15,3,9
6/10/18,95,52,106,20,2,10
6/11/18,103,66,102,45,5,9
6/12/18,117,94,99,47,6,10
6/13/18,129,54,75,19,5,8
6/14/18,110,59,109,30,10,12
6/15/18,115,81,126,38,12,12
6/16/18,136,68,141,27,8,10
6/17/18,144,70,82,20,10,10
6/18/18,152, , , , , 
6/19/18, ,46,31,17,2,9
6/20/18,107,33,36,18,2,8
6/21/18,81,57,93,23,5,10
6/22/18,122,42,43,22,4,15
6/23/18,97,48,107,24,5,12
6/24/18,102,49,72,20,4,11
6/25/18,114,40,57,17,3,9
6/26/18,76,46,46,19,3,6
6/27/18,68,49,46,15,3,6
6/28/18,67,47,40,20,4,12
6/29/18,82,56,70,27,4,10
6/30/18,119,47,26,30,4,10
7/1/18,99,46,63,20,4,11
7/2/18,95,50,42,32,3,11
7/3/18,110,59,35,33,2,14
7/4/18,132,47,49,25,2,10
7/5/18,104,27,28,17,2,9
7/6/18,73,32,27,12,2,8
7/7/18,85,17,20,9,2,6
7/8/18,48,31,26,17,3,9
7/9/18,80,29,31,23,2,9
7/10/18,72,59,85,35,4,13
7/11/18,126,51,51,18,7,13
7/12/18,113,47,57,16,5,11
7/13/18,84,36,56,19,3,7
7/14/18,74,51,50,29,3,9
7/15/18,98,54,60,22,5,10
7/16/18,99,62,70,22,8,11
7/17/18,116,59,120,20,16,12
7/18/18,119,58,73,17,6,7
7/19/18,104,53,61,19,7,7
7/20/18,98,58,101,29,10,9
7/21/18,105,69,94,36,7,8
7/22/18,115,54,70,20,8,11
7/23/18,112,45,46,24,9,12
7/24/18,85,66,99,35,4,8
7/25/18,124,52,50,26,4,6
7/26/18,84,51,58,25,4,7
7/27/18,92,54,51,23,7,12
7/28/18,89,44,63,17,7,11
7/29/18,87,49,90,20,10,12
7/30/18,93,57,108,27,6,11
7/31/18,96,49,71,27,8,11
8/1/18,93,55,104,28,9,14
8/2/18,149,59,101,25,6,12
